batch_id	path
B006	docs/superpowers/specs/2026-07-06-cas-gc-round-skip-unchanged-design.md
B006	docs/superpowers/plans/2026-07-06-cas-harness-honesty.md
B006	docs/superpowers/plans/2026-07-06-cas-introspection-package.md
B006	docs/superpowers/plans/2026-07-06-cas-lease-view-sync-decouple.md
B006	docs/superpowers/specs/2026-07-06-cas-lease-view-sync-decouple-design.md
B006	docs/superpowers/plans/2026-07-06-cas-mount-lease-fence-recovery.md
B007	docs/superpowers/specs/2026-07-06-cas-mount-lease-fence-recovery-design.md
B007	docs/superpowers/specs/2026-07-06-cas-night-findings-fix-plan-design.md
B007	docs/superpowers/worklogs/2026-07-06-p31-mount-lease-root-cause.md
B007	docs/superpowers/worklogs/2026-07-06-scenario-validation-night.md
B007	docs/superpowers/plans/2026-07-07-cas-dangling-precommit-manifest-orphan-fix.md
B007	docs/superpowers/specs/2026-07-07-cas-dangling-precommit-manifest-orphan-fix-design.md
B007	docs/superpowers/plans/2026-07-07-cas-resurrect-reupload-orphan-fix.md
B007	docs/superpowers/specs/2026-07-07-cas-resurrect-reupload-orphan-fix-design.md
B007	docs/superpowers/plans/2026-07-08-cas-file-cache-disk-support.md
B007	docs/superpowers/specs/2026-07-08-cas-file-cache-disk-support-design.md
B007	docs/superpowers/plans/2026-07-08-cas-observability-audit-and-inspect.md
B007	docs/superpowers/specs/2026-07-08-cas-observability-audit-and-inspect-design.md
B008	docs/superpowers/plans/2026-07-08-cas-part-folder-cache-phase1.md
B008	docs/superpowers/plans/2026-07-08-cas-part-folder-cache-phase2.md
B008	docs/superpowers/plans/2026-07-08-cas-part-folder-cache-phase3.md
B008	docs/superpowers/plans/2026-07-08-cas-part-folder-cache-phase4.md
B008	docs/superpowers/plans/2026-07-08-cas-part-folder-cache-phase5.md
B008	docs/superpowers/specs/2026-07-08-cas-part-folder-cache-design.md
B009	docs/superpowers/plans/2026-07-08-cas-promote-over-committed-leak-fix.md
B009	docs/superpowers/specs/2026-07-08-cas-promote-over-committed-leak-fix-design.md
B009	docs/superpowers/worklogs/2026-07-08-unattended-cas-cache-and-stabilization.md
B009	docs/superpowers/plans/2026-07-09-cas-promote-resurrect-tokened-blob.md
B009	docs/superpowers/specs/2026-07-09-cas-promote-resurrect-tokened-blob-design.md
B009	docs/superpowers/plans/2026-07-09-cas-promote-tokenless-copyforward-race.md
B009	docs/superpowers/specs/2026-07-09-cas-promote-tokenless-copyforward-race-design.md
B009	docs/superpowers/specs/2026-07-09-cas-writer-gc-simplification-design.md
B009	docs/superpowers/plans/2026-07-09-cas-writer-gc-simplification-phase-a.md
B009	docs/superpowers/plans/2026-07-10-cas-freshness-meta-v3.md
B010	docs/superpowers/plans/2026-07-10-cas-meta-descriptor-raw-body.md
B010	docs/superpowers/specs/2026-07-10-cas-ref-snapshot-log-design.md
B010	docs/superpowers/plans/2026-07-10-cas-retired-in-snapshot.md
B011	docs/superpowers/specs/2026-07-10-cas-retired-in-snapshot-design.md
B011	docs/superpowers/plans/2026-07-11-cas-add-only-meta-fix.md
B011	docs/superpowers/specs/2026-07-11-cas-deposed-leader-clearsparedmeta-fix-design.md
B011	docs/superpowers/reports/2026-07-11-cas-deposed-leader-stray-clean-meta.md
B011	docs/superpowers/plans/2026-07-11-cas-mixed-algo-pools.md
B011	docs/superpowers/specs/2026-07-11-cas-mixed-algo-pools-design.md
B011	docs/superpowers/specs/2026-07-11-cas-pluggable-blob-hash-design.md
B011	docs/superpowers/plans/2026-07-11-cas-pluggable-hash-phase2-sha256.md
B011	docs/superpowers/specs/2026-07-11-cas-ref-table-snapshot-log-design.md
B011	docs/superpowers/plans/2026-07-11-cas-s3-native-staging.md
B011	docs/superpowers/specs/2026-07-11-cas-s3-native-staging-design.md
B011	docs/superpowers/worklogs/2026-07-11-unattended-cas-campaign.md
B012	docs/superpowers/plans/2026-07-12-cas-ref-table-snapshot-log-phase1.md
B012	docs/superpowers/reports/2026-07-12-cas-refsnaplog-coverage-audit.md
B012	docs/superpowers/specs/2026-07-12-cas-s3-timeout-retry-control-rfc.md
B013	docs/superpowers/plans/2026-07-12-cas-stabilization-cleanup.md
B013	docs/superpowers/specs/2026-07-12-cas-stabilization-cleanup-design.md
B014	docs/superpowers/worklogs/2026-07-12-unattended-refsnaplog-stabilization.md
B014	docs/superpowers/plans/2026-07-13-cas-introspection-first.md
B014	docs/superpowers/specs/2026-07-13-cas-memory-s3-budget-optimizations-design.md
B014	docs/superpowers/plans/2026-07-13-cas-pool-member-decommission.md
B014	docs/superpowers/specs/2026-07-13-cas-pool-member-decommission-design.md
B014	docs/superpowers/plans/2026-07-13-cas-ref-lease-exclusivity-rev6.md
B015	docs/superpowers/specs/2026-07-13-cas-ref-lease-exclusivity-rev6-design.md
B015	docs/superpowers/specs/2026-07-13-cas-ref-lease-exclusivity-rev6-proposal.md
B015	docs/superpowers/reports/2026-07-13-cas-soak-metrics-audit.md
B015	docs/superpowers/reports/2026-07-13-scenarios-stabilization-status.md
B015	docs/superpowers/worklogs/2026-07-13-unattended-optimization-round.md
B015	docs/superpowers/reports/2026-07-14-cas-adoptevidence-relink-lifecycle-exposure.md
B015	docs/superpowers/specs/2026-07-14-cas-all-tree-part-files-design.md
B015	docs/superpowers/reports/2026-07-14-cas-gc-defense-audit.md
B015	docs/superpowers/plans/2026-07-14-cas-opt-levers-s1-s5.md
B015	docs/superpowers/specs/2026-07-14-cas-readonly-replica-snapshot-pin-design.md
B015	docs/superpowers/reports/2026-07-14-cas-s5-spare-clear-reopens-dataloss.md
B015	docs/superpowers/worklogs/2026-07-15-all-tree-part-files-t12-validation-gate.md
B016	docs/superpowers/plans/2026-07-15-cas-all-tree-part-files.md
B016	docs/superpowers/specs/2026-07-15-cas-codecs-v3-design.md
B016	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase1-formats-bootstrap.md
B016	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase2-control-plane.md
B017	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase3-refsnaplog.md
B017	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase4-blob-meta.md
B017	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase5-runs.md
B017	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase6-manifest-stream.md
B017	docs/superpowers/plans/2026-07-15-cas-codecs-v3-phase7-blob-envelope.md
B017	docs/superpowers/specs/2026-07-15-cas-fetch-handoff-retention-pin-design.md
B017	docs/superpowers/specs/2026-07-15-cas-source-layout-refactoring-design.md
B017	docs/superpowers/specs/2026-07-15-cas-txn-one-pipeline-design.md
B018	docs/superpowers/plans/2026-07-16-cas-merge-upload-retry-fix.md
B018	docs/superpowers/specs/2026-07-16-cas-merge-upload-retry-fix-design.md
B018	docs/superpowers/plans/2026-07-16-cas-source-layout-refactoring.md
B018	docs/superpowers/plans/2026-07-16-cas-txn-one-pipeline.md
B018	docs/superpowers/worklogs/2026-07-16-unattended-codecs-txn-sourcelayout-part1.md
B018	docs/superpowers/worklogs/2026-07-16-unattended-codecs-txn-sourcelayout-part2.md
B018	docs/superpowers/worklogs/2026-07-16-unattended-codecs-txn-sourcelayout-part3.md
B018	docs/superpowers/reports/2026-07-17-b199-recovery-seal-zstd-rca.md
B019	docs/superpowers/plans/2026-07-17-cas-move-to-ca.md
B019	docs/superpowers/specs/2026-07-17-cas-move-to-ca-design.md
B019	docs/superpowers/plans/2026-07-17-cas-reftable-cow-map.md
B019	docs/superpowers/specs/2026-07-17-cas-reftable-cow-map-design.md
B019	docs/superpowers/reports/2026-07-17-codex-review-triage.md
B019	docs/superpowers/plans/2026-07-17-codex-triage-fix-wave.md
B019	docs/superpowers/reports/2026-07-17-dataloss-traced-root-cause.md
B019	docs/superpowers/plans/2026-07-17-part-durability-before-keeper-commit.md
B019	docs/superpowers/specs/2026-07-17-part-durability-before-keeper-commit-design.md
B019	docs/superpowers/worklogs/2026-07-17-stabilization-pause-state.md
B020	docs/superpowers/worklogs/2026-07-17-unattended-r5-r6-round.md
B020	docs/superpowers/worklogs/2026-07-17-unattended-round2.md
B020	docs/superpowers/worklogs/2026-07-17-unattended-round2-part1.md
B020	docs/superpowers/worklogs/2026-07-17-unattended-stabilization-resume.md
B020	docs/superpowers/reports/2026-07-18-asan-battery-exclusion-list-correction.md
B020	docs/superpowers/reports/2026-07-18-asan-battery-rca.md
B020	docs/superpowers/reports/2026-07-18-logical-error-asan-abort-triage.md
B020	docs/superpowers/reports/2026-07-18-s22-throttle-retry-rca.md
B020	docs/superpowers/reports/2026-07-18-s23-idle-rss-rca.md
B020	docs/superpowers/reports/2026-07-18-s23-jemalloc-profile.md
B020	docs/superpowers/reports/2026-07-18-s23-tracked-growth-rca.md
B020	docs/superpowers/reports/2026-07-18-s31-dryrun-shards-rca.md
B021	docs/superpowers/reports/2026-07-18-s36-s37-placement-rca.md
B021	docs/superpowers/reports/2026-07-18-s38-late-log-clamp-starvation.md
B021	docs/superpowers/specs/2026-07-18-t5-owner-tombstone-design.md
B021	docs/superpowers/reports/2026-07-19-campaign-38-results.md
B021	docs/superpowers/reports/2026-07-19-session-full-summary.md
B021	docs/superpowers/plans/2026-07-20-cas-json-writer-bulk-encoding.md
B021	docs/superpowers/specs/2026-07-20-cas-json-writer-bulk-encoding-design.md
B021	docs/superpowers/plans/2026-07-20-cas-ref-admits-incremental-budget.md
B021	docs/superpowers/specs/2026-07-20-cas-ref-admits-incremental-budget-design.md
B021	docs/superpowers/plans/2026-07-20-cas-table-load-stuck-asyncloader.md
B022	docs/superpowers/specs/2026-07-20-cas-table-load-stuck-asyncloader-design.md
B022	docs/superpowers/reports/2026-07-20-umbrella-review-cas-vs-antalya-26.6.md
B022	docs/superpowers/plans/2026-07-20-umbrella-review-fixes.md
B022	docs/superpowers/reports/2026-07-20-umbrella-review-fixes-deferred.md
B022	docs/superpowers/reports/2026-07-20-upstream-issue-draft-asyncloader-stuck-table.md
B022	docs/superpowers/plans/2026-07-21-cas-mount-lease-lifecycle.md
B022	docs/superpowers/plans/2026-07-21-consistency-findings-f1-f11.md
B022	docs/superpowers/specs/2026-07-21-consistency-findings-f1-f11-design.md
B022	docs/superpowers/plans/2026-07-21-reftablestate-closed-class-experiments.md
B022	docs/superpowers/specs/2026-07-21-reftablestate-closed-class-experiments-design.md
B023	docs/superpowers/reports/2026-07-21-reftablestate-experiments.md
B023	docs/superpowers/reports/2026-07-21-storageproxy-forwarding-audit.md
B023	docs/superpowers/worklogs/2026-07-21-unattended-consistency-f1-f11.md
B023	docs/superpowers/worklogs/2026-07-21-unattended-reftablestate-experiments.md
B023	docs/superpowers/specs/2026-07-22-cas-batched-part-commit-v2-design.md
B023	docs/superpowers/specs/2026-07-22-cas-disk-lease-loss-throw-and-stop-verbs-design.md
B023	docs/superpowers/specs/2026-07-22-cas-disk-lifecycle-problem-and-constraints.md
B023	docs/superpowers/plans/2026-07-22-cas-disk-lifecycle-rev7.md
B023	docs/superpowers/specs/2026-07-22-cas-multicommit-phased-design.md
B023	docs/superpowers/plans/2026-07-22-cas-parallel-write-path.md
B023	docs/superpowers/specs/2026-07-22-cas-parallel-write-path-design.md
B024	docs/superpowers/specs/2026-07-22-cas-writepath-stage1-internal-design.md
B024	docs/superpowers/plans/2026-07-22-pr2073-sanitizer-aborts.md
B024	docs/superpowers/worklogs/2026-07-22-unattended-rev7-lifecycle.md
B024	docs/superpowers/specs/2026-07-23-cas-fetch-handoff-publish-confirm-design.md
B024	docs/superpowers/reports/2026-07-23-cas-wide-insert-baseline.md
B024	docs/superpowers/plans/2026-07-23-cas-writepath-stage1.md
B024	docs/superpowers/plans/2026-07-24-cas-mount-lease-fence-not-rescue.md
B024	docs/superpowers/specs/2026-07-24-cas-mount-lease-self-race-fix-proposal.md
B024	docs/superpowers/specs/2026-07-24-cas-mount-lease-self-race-fix-v2-design.md
B025	docs/superpowers/plans/2026-07-24-cas-publish-confirm-and-ref-lane-safety.md
B025	docs/superpowers/reports/2026-07-24-cas-wide-insert-stage1-effect.md
B025	docs/superpowers/reports/2026-07-24-codex-stage1-reviews.md
B025	docs/superpowers/worklogs/archive/2026-07-24-unattended-publish-confirm.md
B026	docs/superpowers/plans/2026-07-25-cas-followups-detector-introspection-s42-forceclaim.md
B026	docs/superpowers/specs/2026-07-25-cas-gc-observability-and-mount-force-design.md
B026	docs/superpowers/specs/2026-07-25-cas-tool-read-without-ownership-design.md
B026	docs/superpowers/reports/2026-07-26-list-incompleteness-investigation.md
B027	docs/superpowers/plans/2026-07-26-overnight-s42-and-gc-perf-study.md
B027	docs/superpowers/specs/2026-07-27-cas-ref-chain-complete-cut-design.md
B027	docs/superpowers/plans/2026-07-28-cas-fence-observability-and-write-grace.md
B027	docs/superpowers/specs/2026-07-28-cas-fence-observability-and-write-grace-design.md
B027	docs/superpowers/specs/2026-07-28-cas-merge-layout-preparation-design.md
B027	docs/superpowers/plans/2026-07-28-cas-ref-chain-stage-a-streams.md
B028	docs/superpowers/plans/2026-07-28-cas-ref-chain-stage-b-catalog.md
B028	docs/superpowers/plans/2026-07-28-cas-ref-chain-tla-phase.md
B028	docs/superpowers/cas/2026-07-28-ref-rework-adjacent-findings.md
B029	docs/superpowers/cas/2026-07-28-stage-a-RESULTS.md
B029	docs/superpowers/cas/2026-07-28-stage-a-retirement-verdicts.md
B029	docs/superpowers/models/2026-07-28-v9-phase-RESULTS.md
B029	docs/superpowers/reports/2026-07-29-ca-transient-classifier-audit.md
B029	docs/superpowers/specs/2026-07-29-cas-part-write-release-seam.md
B029	docs/superpowers/specs/2026-07-29-cas-relink-reoffer-redesign.md
B030	docs/superpowers/plans/2026-07-29-cas-relink-seam-tla-gate.md
B030	docs/superpowers/specs/2026-07-29-cas-stage-b-namespace-life-amendments.md
B030	docs/superpowers/reports/2026-07-29-gc-perf-audit-soak.md
B030	docs/superpowers/cas/2026-07-29-relink-confirm-per-ref-draft.md
B030	docs/superpowers/specs/2026-07-30-cas-gc-destructive-baseline-directive.md
B030	docs/superpowers/specs/2026-07-30-cas-ref-lane-state-machine.md
B030	docs/superpowers/models/2026-07-30-empty-set-survey.md
B031	docs/superpowers/reports/2026-07-30-stage-b-critical-checkpoint-review.md
B031	docs/superpowers/reports/2026-07-30-stage-b-increment-review.md
B031	docs/superpowers/reports/2026-07-31-removalready-review-fable.md
B031	docs/superpowers/reports/2026-07-31-stage-b-strategic-review-codex.md
B031	docs/superpowers/reports/2026-07-31-stage-b-strategic-review-codex-round2.md
B031	docs/superpowers/reports/2026-07-31-stage-b-strategic-review-fable.md
B031	docs/superpowers/reports/2026-07-31-stage-b-strategic-review-fable-round2.md
B031	docs/superpowers/reports/2026-07-31-stage-b-strategic-review-fable-round3.md
B031	docs/superpowers/reports/2026-07-31-task5-critique-codex.md
B031	docs/superpowers/reports/2026-07-31-task5-removalready-proposal.md
B031	docs/superpowers/plans/2026-08-02-cas-stage-b-remaining.md
B031	docs/superpowers/specs/2026-08-02-cas-stage-b-remaining-design.md
B032	docs/superpowers/cas/2026-08-02-r1-verbatim-file-aliasing-closure.md
B032	docs/superpowers/cas/2026-08-02-stage-b-midpoint-audit.md
B032	docs/superpowers/models/2026-08-02-stage-b-task8a-RESULTS.md
B032	docs/superpowers/specs/2026-08-03-cas-branch-reconstruction-script-design.md
B032	docs/superpowers/plans/2026-08-03-cas-carve-script.md
B033	docs/superpowers/plans/2026-08-03-cas-docs-map-reduce-consolidation.md
B033	docs/superpowers/specs/2026-08-03-cas-docs-map-reduce-consolidation-design.md
B033	docs/superpowers/plans/2026-08-03-cas-naming-unification.md
B033	docs/superpowers/specs/2026-08-03-cas-naming-unification-design.md
B033	docs/superpowers/plans/2026-08-03-cas-obscure-names-cleanup.md
B033	docs/superpowers/cas/2026-08-03-list-trust-verdict.md
B033	docs/superpowers/reports/20260717_codex_review.md
B033	utils/ca-soak/scenarios/framework/API.md
B033	utils/ca-soak/scenarios/ASSUMPTIONS.md
B034	docs/superpowers/cas/BACKLOG.md
B035	utils/ca-soak/scenarios/BACKLOG.md
B035	docs/superpowers/cas/CONSOLIDATION-COVERAGE.md
B036	docs/superpowers/worklogs/CURRENT.md
B036	docs/superpowers/models/CaB140DangleMerge_RESULTS.md
B036	docs/superpowers/models/CaCasMountCore_RESULTS.md
B036	docs/superpowers/models/CaGcDestructiveGateCore_RESULTS.md
B036	docs/superpowers/models/CaGcLeaseCore_RESULTS.md
B036	docs/superpowers/models/CaGcRootLocalPartManifestCore_RESULTS.md
B036	docs/superpowers/models/CaGcRoundDeferCore_RESULTS.md
B036	docs/superpowers/models/CaGcShardIncarnationCore_RESULTS.md
B036	docs/superpowers/models/CaNamespaceJanitorCursorCore_RESULTS.md
B037	docs/superpowers/models/CaRefCatalogCore_RESULTS.md
B037	docs/superpowers/models/CaRefDeltaIntakeCore_RESULTS.md
B037	docs/superpowers/models/CaRefLaneCore_RESULTS.md
B037	docs/superpowers/models/CaRefNsCleanupStaleLeaderCore_RESULTS.md
B037	docs/superpowers/models/CaRefPreFoldDrainCore_RESULTS.md
B037	docs/superpowers/models/CaRefTableSnapshotLogCore_RESULTS.md
B037	docs/superpowers/models/CaRelinkConfirmCore_RESULTS.md
B037	docs/superpowers/models/CaWriterEpochBackfillCore_RESULTS.md
B037	docs/superpowers/cas/INTENT.md
B037	docs/superpowers/reports/2026-07-26-s42-stale-edge-repro/PHASE1.md
B037	docs/superpowers/cas/README.md
B037	docs/superpowers/models/README.md
B038	docs/superpowers/reports/2026-07-26-list-incompleteness-proof/README.md
B038	src/Disks/DiskObjectStorage/MetadataStorages/ContentAddressed/Formats/README.md
B038	src/Disks/DiskObjectStorage/MetadataStorages/ContentAddressed/README.md
B038	utils/ca-soak/README.md
B038	utils/ca-soak/scenarios/README.md
B038	docs/superpowers/RESUME-2026-07-15.md
B038	docs/superpowers/cas/ROADMAP.md
B038	utils/ca-soak/scenarios/RUN_HISTORY.md
B038	docs/superpowers/Structurizr.md
B038	docs/superpowers/reports/2026-07-26-list-incompleteness-proof/append_ordering_measured.txt
B038	docs/superpowers/reports/2026-07-26-list-incompleteness-proof/blob_storage_log_three_keys.txt
B038	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/c2-revert-report.md
B039	.claude/agents/ca-fix.md
B039	.claude/agents/ca-arch.md
B039	.claude/agents/ca-impl.md
B039	.claude/agents/ca-review.md
B039	.claude/agents/ca-surgeon.md
B039	docs/superpowers/cas/cache.md
B039	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/cas-rename-report.md
B039	cas_disks_architecture_analysis.md
B039	cas_disks_consistency_review.md
B039	docs/en/operations/system-tables/cas_gc_log.md
B039	docs/en/operations/system-tables/cas_log.md
B039	docs/en/operations/system-tables/cas_mounts.md
B040	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/ci-review-fixes-report.md
B040	docs/superpowers/cas/codecs.md
B040	docs/superpowers/cas/codecs_proposal_v2.md
B040	docs/superpowers/cas/codecs_proposal_v3.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_plans_r1_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_plans_r2_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_plans_r3_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_plans_r4_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r1_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r2_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r3_findings.md
B040	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r4_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r5_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r6_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r7_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r8_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_r9_findings.md
B041	docs/superpowers/reports/2026-07-28-ref-rework-reviews/codex_simplify_design.md
B041	docs/superpowers/cas/concurrency_checks_improvements_proposal.md
B041	docs/superpowers/cas/datapartstorage-content-addressed-design-concern.md
B041	docs/superpowers/cas/deferred-docs-classification.md
B042	docs/superpowers/cas/deferred-docs-fixes.md
B042	diff_25_8_26_3.md
B042	docs/superpowers/cas/draft-fixes-20260726.md
B042	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/fixround-t6rev-report.md
B042	docs/superpowers/reports/2026-07-26-s42-stale-edge-repro/fsck_detail_live.txt
B042	docs/superpowers/reports/2026-07-26-list-incompleteness-proof/gc_anomaly_rows.txt
B042	utils/ca-soak/scenarios/gc_wedge_forensics_20260710.txt
B043	docs/superpowers/cas/how-we-got-here.md
B043	docs/superpowers/howto-jemalloc-profiler.md
B043	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/hygiene-report.md
B043	docs/superpowers/cas/consolidation-2026-08/non-doc-debris.md
B043	docs/superpowers/cas/open-tasks-20260727.md
B043	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/progress.md
B043	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/progress.md
B043	docs/superpowers/random_notes.md
B043	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/rca-fence-race.md
B043	docs/superpowers/cas/refactoring-ideas.md
B043	utils/ca-soak/requirements.txt
B043	docs/superpowers/cas/review1.md
B044	docs/superpowers/reports/reviews.md
B044	docs/superpowers/reports/reviews-todo.md
B044	docs/superpowers/reports/2026-07-26-list-incompleteness-proof/second_node_no_concurrent_deleter.txt
B044	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/shortkeys-report.md
B044	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/soak-cards-validation.md
B044	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/soak-t6b-report.md
B044	docs/superpowers/reports/2026-07-26-s42-stale-edge-repro/stale_edge_timeseries_145_rounds.txt
B044	docs/en/operations/storing-data.md
B045	docs/en/sql-reference/statements/system.md
B045	.superpowers/sdd/2026-08-03-cas-naming/t1-report.md
B045	.superpowers/sdd/2026-08-03-cas-obscure-names/t1-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1a-classification.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1a-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1a-review.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1b-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1b-review.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1c-migration-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1c-seam-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t1c3-report.md
B045	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t2-report.md
B046	.superpowers/sdd/2026-08-03-cas-naming/t2-report.md
B046	.superpowers/sdd/2026-08-03-cas-obscure-names/t2-report.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t2-review.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t3-draft-report.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t3-report.md
B046	.superpowers/sdd/2026-08-03-cas-naming/t3-report.md
B046	.superpowers/sdd/2026-08-03-cas-obscure-names/t3-report.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t3-review.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t4-report.md
B046	.superpowers/sdd/2026-08-03-cas-naming/t4-report.md
B046	.superpowers/sdd/2026-08-03-cas-obscure-names/t4-report.md
B046	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t4-review.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t5-draft-report.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t5-report.md
B047	.superpowers/sdd/2026-08-03-cas-naming/t5-report.md
B047	.superpowers/sdd/2026-08-03-cas-obscure-names/t5-report.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t5-review.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-draft-report.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-frontier-attribution.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-report.md
B047	.superpowers/sdd/2026-08-03-cas-naming/t6-report.md
B047	.superpowers/sdd/2026-08-03-cas-obscure-names/t6-report.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-review.md
B047	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-review-fable.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6-review-opus.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6a-review.md
