B043-018	architecture/manifests-and-refs	Refs use a writer-owned immutable snapshot plus an append-only log with strictly increasing ids, and a per-table `CasSingleWriterSlot` makes intra-server append conflicts structurally impossible.
B043-036	architecture/manifests-and-refs	Ref-log ids are dense `1..T` within `(namespace, epoch)`, derived from the table's `greatest_applied`; an id can be reused only when no attempt was sent or every sent attempt has conclusive rejection.
B043-038	architecture/manifests-and-refs	The per-life `_ckpt` object carries `committed_through`, the exact acknowledged frontier, plus the checkpoint-snapshot pointer and seal chain; append order is log PUT, `_ckpt` CAS, then acknowledgement.
B043-039	architecture/manifests-and-refs	The namespace catalog is a token-CAS universe read as a cut; opaque 128-bit life ids in every key make removed-life debris inert and avoid physical-emptiness proofs for removal.
B043-041	architecture/manifests-and-refs	Recovery is authority-based: catalog cut, exact `_ckpt`, validated snapshot triple, and finite arithmetic replay ending exactly at `committed_through`; it does not use a stream LIST as a recovery hint.
B049-003	architecture/manifests-and-refs	The catalog lifecycle reconciler performs no hot ref `LIST`, ref walk, fold, seal publication, `gc/state` mutation, runtime invalidation, or physical deletion.
B049-053	architecture/manifests-and-refs	The consumer boundary carries only `{catalog_token, entry, plan_has_life}` and does not reproduce parent adoption, lease takeover, ambiguity resolution, rescan, `DEFER`, or `REBUILD` policy.
B051-054	architecture/manifests-and-refs	The `moveDirectory` CAS path published a freshly written part to its final ref outside the `data_parts` lock; after the refactoring, `moveDirectory` becomes a pure staging re-key and `rename_published_refs` is removed.
B051-068	architecture/manifests-and-refs	Content-addressed object storage must use a real deferred transaction rather than `use_fake_transaction`, because per-file autocommit has no commit point for manifest and ref publication.
B051-102	architecture/manifests-and-refs	The two-phase transaction contract adds `IDiskTransaction::precommit()` with a no-op default; CAS `precommit` performs the entire publish from the overlay through `precommitAdd`, missing-blob upload, and promotion, while `commit` materializes durable intent and implies `precommit` when needed.
B051-105	architecture/manifests-and-refs	After eager re-keying and precommit-owned publication, `moveDirectory` no longer publishes and the CAS-internal `rename_published_refs` machinery is removed.
AUDIT-M-059	architecture/manifests-and-refs	`admits` was deliberately left as a scratch-copy preview rather than converted to in-place apply, because its only production call site (`item_scratch`, a detached local) copies an O(batch) overlay, not an O(N) one, so making it in-place would add complexity for no measured win.
AUDIT-M2-100	architecture/manifests-and-refs	`repointRef`'s routine-repoint log level was downgraded from `WARNING` to `LOG_DEBUG` because, post-all-tree, a standalone write/remove on an already-committed part is the designed mechanism (not an anomaly); the `!resolved` branch, covering a BACKLOG-tracked repointRef non-resolving-key audit gap and currently unreachable, stays at `WARNING`.
AUDIT-M2-159	architecture/manifests-and-refs	CAS's `RefLaneState` (`Ready`, `Writing`, `Wedged`, `NeedsRecovery`, `Closed`, `Faulted`) replaces the earlier nested apply-marker/durable-floor/wedge encoding because that encoding COMPOSED independent decisions rather than selecting among alternatives, so a TLA+ exhaustiveness argument built as a product of those dimensions bounded nothing — the same reasoning defect (a dimension computed from another) independently recurred in an unrelated C++ chain-link invariant sweep.
AUDIT-M2-175	architecture/manifests-and-refs	Round-1 remedy disposition verdicts for the ref-chain recovery redesign (from the round-2 review): seal high-water adoption sound but void precedence unusable without authoritative interval discovery (REFUTE in part); monotone rebirth sound but permanent per-fold-seal tombstone embedding rejected (REFUTE); zero `sealed_from` alone cannot encode a never-born namespace (REFUTE); pin only recovery seals, not every snapshot above cursor (REFUTE the broader pin); shared intake primitive upheld but non-cut-scoped B1/B2 accounting rejected (REFUTE); mutator inventory upheld but restart without a sticky required-coverage floor rejected (REFUTE); fsck `unchecked` principle upheld but must be whole-run without a universe/quiescence proof; "may refuse after exceeding" pending-liveness bound rejected (REFUTE) as not a bound; ID hygiene UPHELD provided allocation uses a saturating atomic CAS that never wraps the shared counter.
AUDIT-M2-238	architecture/manifests-and-refs	D10: ref-key validation exists on both the encode side and decode side (`CasRefLogCodec`/`CasRefSnapshotCodec` plus `applyRefLogTxn` preconditions) as intentional defense-in-depth, not duplication to remove — decode-side validation is what pins forged-input rejection and tests rely on it.
AUDIT-M2-273	architecture/manifests-and-refs	The controller's Task 5 removal design gives the smallest catalog state set as `Creating`, `Live`, `Removing`, `Retired` (four persisted states), where `Absent` is a lookup result rather than a persisted state, and `Decommissioning` is deliberately excluded as a namespace state — it is a server-root administrative mode that drives affected namespaces through the same four-state transitions rather than a fifth catalog state.
AUDIT-M2-277	architecture/manifests-and-refs	CAS should forbid the `Ordinary` database engine outright — its UUID-less `data/<db>/<tbl>` layout keeps a table's RootNamespace stable across drop-and-recreate, defeating the incarnation model — but this alone is insufficient: `ATTACH TABLE ... UUID '<same>'`, explicit-UUID `CREATE TABLE`, replicated-database DDL requiring UUID reuse, and shadow/backup namespace reuse (`FREEZE ... WITH NAME`) remain reachable exact-namespace-reuse routes that a forbid-Ordinary-only policy does not close.
AUDIT-M2-278	architecture/manifests-and-refs	STAGE B VERDICT (round 2, both reviewers converged): keep the namespace incarnation (option 2) rather than switching to permanent RootNamespace non-reuse or an outside-catalog retirement marker. Permanent non-reuse fails because shadow namespaces are reusable by construction and explicit-UUID attach/replicated-recovery reuse are supported workflows; a permanent `Retired` catalog state is the right shape only if retirement is wanted at all, but costs unbounded O(historical-namespaces) growth on the catalog, which is already a measured write hot spot (137/250 timeout lines).
AUDIT-M2-279	architecture/manifests-and-refs	With the incarnation kept, no namespace retirement bookkeeping is needed at all: removal ends in catalog entry deletion, debris becomes inert by foreign incarnation prefix, and the catalog stays O(active namespaces). The existing `_cleanup` marker that gates same-namespace recreation is identified as a Stage-A physical-empty vestige that the incarnation makes unnecessary and should be deleted, not carried into the new removal design.
B003-007	architecture/manifests-and-refs	The explicit namespace registry was removed by `644eb7c6ade`; namespace discovery now uses `LIST(cas/refs/)`.
B015-039	architecture/manifests-and-refs	Ref-log appends were about 7% of PUTs and batched 3.5 million logical ref operations at a 43:1 ratio.
B020-051	architecture/manifests-and-refs	The long-soak investigation measured `admit()` as an O(NlogN) operation, with about 454 ms average `CasRefQueueWaitMicroseconds` per reference operation reproduced on both replicas.
B023-012	architecture/manifests-and-refs	The baseline `BM_Admits` promote preview is O(1) at about 1 microsecond across N, while `BM_AdmitsAddPrecommit` is O(N) at about 4.0 nanoseconds per row, reaching about 400 microseconds at N=100,000.
B023-013	architecture/manifests-and-refs	The baseline `BM_ReplayHistory` benchmark takes 4.93 seconds at N=100,000 and models repeated O(N) manifest-collision scans during recovery folding.
B023-014	architecture/manifests-and-refs	The baseline `BM_ScratchCopy` of a materialized `RefTableState` is O(1) at about 46 nanoseconds regardless of N.
B023-015	architecture/manifests-and-refs	The baseline `BM_SnapshotEncode` is O(N) at about 159 nanoseconds per row.
B023-016	architecture/manifests-and-refs	The baseline `BM_Materialize` operation is O(N log N), reaching 18,145,559 nanoseconds at N=100,000.
B023-018	architecture/manifests-and-refs	The E1 `TrustedHistory` replay mode reduced `BM_ReplayHistory` by about 21.6% to 23.4% across N=100 through N=100,000, but the benchmark remained O(N).
B023-020	architecture/manifests-and-refs	The E2 owned-manifest COW index changed `BM_AdmitsAddPrecommit` from O(N) to O(1), with about 720 nanoseconds at N=100,000 versus 410,636 nanoseconds in E1.
B023-022	architecture/manifests-and-refs	The E2 owned-manifest index added about 13 nanoseconds, or 28%, to `BM_ScratchCopy` but made `BM_AdmitsAddPrecommit` flat O(1); the index also regressed `BM_ReplayHistory` to about 50,082 nanoseconds per row because its overlay grew during replay.
B023-024	architecture/manifests-and-refs	E3 reduced `BM_ReplayHistory` at N=100,000 from 4.98 seconds to 0.172 seconds, a 96.5% reduction and about 28.9 times faster.
B023-026	architecture/manifests-and-refs	The final RefTableState experiment tree reduced `BM_AdmitsAddPrecommit` at N=100,000 from 400,222 nanoseconds to 701 nanoseconds, about 571 times faster and O(N) to O(1).
B023-029	architecture/manifests-and-refs	The E5 unique-owner materialization benchmark at N=100,000 measured 13,355 nanoseconds versus 23,066,663 nanoseconds for the forced slow path, about 1,727 times faster.
B025-057	architecture/manifests-and-refs	`CasRefBatchFlushes = CasRefBatchedMutations = 1000` over 500 S41 parts, so the average ref-ledger batch size remained 1.0; stage 1 intentionally did not change serial cross-part commit.
B034-070	architecture/manifests-and-refs	The CA commit/ref-op path copied the whole `std::map<std::string, DB::Cas::RefCommittedRow>` `RefTableState` by value, creating O(refs) work per commit and O(refs·commits) over a workload.
B034-121	architecture/manifests-and-refs	After INV-4, each committed ref-log chunk pays a serial `GET _ckpt` plus token-CAS after the log PUT, so a lone INSERT pays four serial RTTs across its two ref transactions.
B035-046	architecture/manifests-and-refs	Before the incremental budget fix, `admits()` rebuilt and encoded the full ref table for each state-growing operation, scaling as O(N log N) with live ref count N; `BM_Admits` ranged from 48.8 microseconds at N=100 to 55,976 microseconds at N=100,000.
B041-069	architecture/manifests-and-refs	The catalog size bound is O(Live + Creating + Removing), and removal costs at least a Live→Removing CAS, terminal append, exact _ckpt deletion, and catalog-removal CAS.
B041-096	architecture/manifests-and-refs	The catalog is a high-value control object with an encoded-size limit; admission must fail before the limit, and the bound applies to concurrently active or removing namespaces rather than lifetime churn.
AUDIT-M2-091	architecture/manifests-and-refs	Ref-log snapshots publish in the background, best-effort, one in flight per table, once the tail exceeds `snapshot_log_count_threshold` (default 256 logs) or `snapshot_log_bytes_threshold` (default 1 MiB); publish failures arm per-table exponential backoff from 200 ms to 30 s.
B012-005	architecture/manifests-and-refs	Phase 1 permits only the specification-mandated writer-local batching queue, whole-table cache, and body reuse within one fold batch as optimizations.
B034-115	architecture/manifests-and-refs	Deleting a never-born namespace's `_ckpt` from a `CORRUPTED_DATA` conflict path is unsafe because the conflict proves another object occupies the key, so the delete could remove a live successor's recovery checkpoint; a backstop must independently verify emptiness with a real LIST.
B038-074	architecture/manifests-and-refs	The `_registry` namespace registry was removed because repeated create/drop operations caused monotone growth; per-shard incarnation enables namespace-level reclaim instead.
AUDIT-M2-419	architecture/manifests-and-refs	Reducing admits() call frequency (backlog fix #2) was rejected as an alternative to the incremental-counter design because each remaining call would still be O(N), and reducing call frequency changes per-operation validation granularity (a later op in a batch is currently validated against state reflecting earlier ops in the same batch), which would need its own separate safety review; it is lateral on cost and weaker on safety than the chosen incremental-counter approach.
AUDIT-M2-427	architecture/manifests-and-refs	A wrapper type for "life captured at admission" (which would make the finalize-lambda life-capture type-checkable) was deliberately rejected as over-engineering for a single call site in the Stage-B catalog work; the delayed-writer-finalized test is the only guard against a silent regression there and must not be dropped or weakened.
B027-042	architecture/manifests-and-refs	`cas/ns/state/<life_id>/_ckpt` stores `{life_epoch, committed_through | none, checkpoint_snapshot_id | none, last_epoch_seal | none}`; `committed_through` is the greatest transaction in durable acknowledged history, not the greatest key observed by a writer or LIST.
AUDIT-M2-080	architecture/manifests-and-refs	Part manifest caps are enforced before the body is written: 1,048,576 entries, 256 MiB of encoded text, 16 MiB total inline bytes, and 1 MiB per individual inline entry.
AUDIT-M2-275	architecture/manifests-and-refs	The ref catalog is a single raw token-CAS object capped at 256 MiB; admission is checked against both the encoded catalog byte size and a separate per-entry fold-seal reservation. A permanent never-deleted `Retired` history would eventually exhaust this cap, returning `LIMIT_EXCEEDED` on new namespace admission regardless of live cardinality — the GET/decode/encode/whole-object-CAS cost also grows with total historical births, not current live count.
B034-014	architecture/manifests-and-refs	The ref-snapshot/log Phase 2 optimization candidates include indexed or chunked snapshots, lazy snapshot blocks, a bounded row cache, a per-round ref index, decoded-body reuse, and chunked namespace removal.
B034-020	architecture/manifests-and-refs	The dominant remaining hot-pool byte cost is rewriting the full snapshot run in O(edges) per pass; the proposed remedy is O(delta)-write log-structured runs with periodic compaction.
B041-007	architecture/manifests-and-refs	Catalog lifecycle needs durable reconciliation for interrupted Creating, Live, and Removing transitions, including an actor that idempotently completes each transition.
B041-048	architecture/manifests-and-refs	The strict ref-key grammar must parse <ns>/<incarnation>/{_log,_snap,_ckpt} canonically from right to left and explicitly refuse legacy keys.
AUDIT-M2-420	architecture/manifests-and-refs	For the incremental ref-ledger byte counters, `RefTableState` equality/hashing in tests is safe only because the counters are a pure function of the rows (any two states with equal rows have equal counters); the residual risk to verify is that no test constructs a `RefTableState` with populated rows outside the two designated seeding paths.
B005-057	architecture/mounts-and-leases	S13 occurs when a hard-killed server leaves a same-UUID mount body with the old `writer_epoch` and a future `expires_at_ms`; startup has already bumped the epoch, so the one-shot `claimMount` reports `LiveDoubleStart` and aborts before lease expiry.
B006-023	architecture/mounts-and-leases	A CAS container recreated without persistent `/var/lib/clickhouse` gets a new `ServerUUID`, and the pool correctly refuses the foreign root claim with `CORRUPTED_DATA`; the refusal reports both UUIDs and three recovery paths.
B006-046	architecture/mounts-and-leases	Rapid repeated crash-restart in S13 could wedge mount-lease self-adoption with `key '...ca_soak_ch1/mount' was touched while adopting our own mount slot`; the node stayed down with exit code 49 until the mount object was manually deleted.
B006-096	architecture/mounts-and-leases	The old renewal path could let a slow retired-view refresh or `view_gate` drain delay the lease PUT beyond the 30-second TTL during RustFS retry storms, causing GC to fence a fully alive server; the observed RustFS read-error rate was about 19%.
B007-014	architecture/mounts-and-leases	The original P1 availability bug was a cold-open adoption race in which GC fencing landed between the non-atomic GET and PUT in `Store::open`, causing exit 49 with `touched while adopting our own mount slot`.
B007-018	architecture/mounts-and-leases	P1 was a chronic mount-lease race with about 26 occurrences on each node during the night; most self-healed by retry, but one S13 collision escalated to a permanent fail-closed exit 49.
B007-035	architecture/mounts-and-leases	`MountLeaseKeeper` renewal can block beyond the 30-second TTL because `prepareRenew` runs `Store::refreshViewForBeat`, which may wait for exclusive `view_gate` access and perform retired-view S3 reads.
B007-037	architecture/mounts-and-leases	The cold-open path has no retry around the GET→PUT adoption window, so a fence landing there throws `LOGICAL_ERROR` `touched while adopting our own mount slot` during metadata load and leaves the container down with exit 49.
B013-004	architecture/mounts-and-leases	During `Store` teardown, a lease-renewal `on_lost` callback can re-arm `remount_thread` after its only join because `scheduleRemount` does not guard shutdown, causing an unjoined `ThreadFromGlobalPoolImpl` to terminate the process.
B014-011	architecture/mounts-and-leases	The four B3 health columns are currently stamped identically on rows for mounts belonging to other servers in `StorageSystemContentAddressedMounts.cpp:159-162`; the rows remain truthful only because the documentation says the columns describe THIS server's health.
B014-058	architecture/mounts-and-leases	A zombie replica returning during decommission cannot continue writing because its renewal fails after the claim bumps the epoch; a full reopen sees the decommissioner's live lease and fails with `LiveDoubleStart`.
B018-002	architecture/mounts-and-leases	A sustained object-store fault can fail the mount-lease renewal PUT, let the lease deadline expire, trip the write fence, and cause every subsequent write to reject at `stageManifest` before attempting a write until self-remount recovers.
B018-004	architecture/mounts-and-leases	`SingleWriterSlot::backgroundLoop` treats any exception from `renewOnce` as terminal, while `renewOnce` can throw from `putOverwrite` before checking the returned token; a transient network fault is therefore misread as foreign-token supersession and burns the writer incarnation.
B019-065	architecture/mounts-and-leases	Review finding №9 is real: decommission can delete a successor's fresh mount and epoch objects after releasing the impersonated lease, violating durable epoch monotonicity.
B019-067	architecture/mounts-and-leases	Review finding №11 is a narrow metadata leak: a build allocated before registration can outlive namespace drop and GC reclamation, then create a reborn Live-but-ownerless empty ref table.
B022-022	architecture/mounts-and-leases	`SYSTEM CONTENT ADDRESSED DROP POOL MEMBER` bypasses the `read_only` check used by other mutating CAS entry points, allowing an observe-only disk to decommission a peer.
B022-023	architecture/mounts-and-leases	`Pool::openForDecommission` must force `background_watermark = true`; otherwise a read-only host disk does not renew the roughly 30-second administrative lease and a long drain can abort without cleanup or a report.
B022-042	architecture/mounts-and-leases	A mount renewal against a vanished backing-store slot must throw `FILE_DOESNT_EXIST`, not `LOGICAL_ERROR`, because constructing the latter aborts debug and ASan builds.
B024-081	architecture/mounts-and-leases	A mount-lease renewal mismatch under the keeper's own `(uuid, epoch)` can construct `LOGICAL_ERROR` and abort ASan or debug builds; the intended response is fail-closed uncertainty with a fence and self-remount.
B024-088	architecture/mounts-and-leases	The CI reproducer for the mount-lease self-race is a `putOverwrite` that applies to backend state and then throws a transient exception, followed by a confirmed mismatch against the stale token; the background loop must fence and invoke `on_lost` without process death.
B024-091	architecture/mounts-and-leases	`mountWritable` previously armed `bootMsNow() + TTL` after an unbounded `materialization_grace_ms`; if the grace consumed the TTL, a successor could reclaim the slot while the predecessor armed an already-superseded claim.
B024-102	architecture/mounts-and-leases	The former `MountLeaseKeeper::onRenewMismatch` classifier handled GC-fenced same-uuid bodies, different-uuid bodies, and vanished bodies but had no branch for same-uuid, same-epoch, unfenced bodies.
B024-103	architecture/mounts-and-leases	An earlier renewal PUT can land while its client-side timeout loses the acknowledgement, bumping the mount token or sequence; the next retry then presents a stale token and reaches the classifier gap even though the body looks self-owned.
B025-036	architecture/mounts-and-leases	A diagnostic process opening a live CA pool through `Pool::mountWritable` can fail ownership claiming because the running server legitimately owns the server root; the failure is indistinguishable from a real mount-ownership defect unless the tool's contract is made explicit.
B026-045	architecture/mounts-and-leases	Forcing only the owner anchor cannot mount a foreign pool because the mount slot retains the predecessor's `server_uuid` and ordinary `claimMount` rejects it as `ForeignOwner`; a graceful shutdown leaves that slot with `min_active == UINT64_MAX` rather than deleting it.
B031-011	architecture/mounts-and-leases	`cleanupOrphanedBirthCkptBestEffort` can delete a successor writer's current `_ckpt` because it resolves the checkpoint key and token at cleanup time without proving ownership by the rejected creation attempt.
B033-087	architecture/mounts-and-leases	Manual GC, rebuild, and system-table access can race metadata shutdown because scheduler pointers and `cas_store` are used after mutex unlock and lazy creation can resurrect the scheduler after shutdown.
B033-088	architecture/mounts-and-leases	Decommissioning can delete a successor mount's control objects because it releases the administrative claim before rereading and deleting current epoch, owner, and mount objects.
B034-107	architecture/mounts-and-leases	A loose object at `roots/<srid>/_files/x` satisfies the current `parseNamespaceFileKey` condition and is classified as a corrupt namespace file, causing `ca-decommission` to refuse and `ca-fsck` to report a hard `lifeless_keys` finding even though the key need not represent damage.
B035-011	architecture/mounts-and-leases	A CA mount could wedge after rapid crash-restart because a GC leader legitimately fenced an expired lease while the renewal thread was blocked by synchronous `refreshViewForBeat` S3 reads, and the non-atomic self-adopt GET-to-CAS window had no retry.
B035-042	architecture/mounts-and-leases	A custom CAS disk created through the inline `disk(...)` AST function can remain cached in `Context` after its last table is dropped, leaving `ContentAddressedGC` and `MountLeaseKeeper` threads running against deleted backing storage; the lease thread can then raise a process-aborting `LOGICAL_ERROR`.
B036-014	architecture/mounts-and-leases	Without the heartbeat register, a slow-but-alive incumbent whose `seq` changes only once per round can appear frozen across a follower window and be falsely deposed.
B036-042	architecture/mounts-and-leases	`WipeEpoch` alone can violate `WriterEpochMonotoneUnique`: after a write at epoch 1, wiping the durable epoch to 0 leaves `wrote` containing `(A,1)` while the live epoch is 0.
B036-043	architecture/mounts-and-leases	The honest `RemintEpoch` branch's hardcoded epoch value `1` can collide with a historical `(A,1)` already in `fencedEpochs`, allowing a live unfenced mount under a previously fenced pair and violating `FenceCostsEpoch`.
B040-020	architecture/mounts-and-leases	The proposed slotOccupy composition cannot implement Occupied(bytes, token) because putIfAbsentControlled retries internally and resolveByExactGet throws CORRUPTED_DATA on a different occupant instead of returning its bytes and token
B040-027	architecture/mounts-and-leases	The proven three same-value sites are slot-occupy, _ckpt CAS, and recovery install sharing one captured generation; the catalog token is a distinct ZombieGoLive credential
B040-053	architecture/mounts-and-leases	The actual three-site fence tests remain missing: Stage A recovery needs deterministic bumps after slot occupancy and before _ckpt, and after _ckpt and before install
B040-067	architecture/mounts-and-leases	Stage B Task 3 Step 1 still demands three fence-bump-between-sites tests even though its credential framing requires separate generation-stale, token-stale, and both-stale catalog-site cases
B040-073	architecture/mounts-and-leases	Stage B Task 3 Step 1 still includes only the generation-stale catalog-site case and omits token-stale and both-stale failing tests
B040-210	architecture/mounts-and-leases	A CAS request admitted before fence expiry can remain blocked through claim and grace and complete after recovery lists the namespace because attempt_timeout_ms is only a scheduling check, not a socket deadline
B040-213	architecture/mounts-and-leases	A fresh lease with min_active=0 and no prior R* does not safely cover prior-epoch builds; {0,0} is unsafe and a missing bound disables reclamation
B040-216	architecture/mounts-and-leases	A required recovery floor stored only in an evictable ref-table runtime is lost under cache eviction or self-remount, and recovery can install after remount without a final supersession check
B040-224	architecture/mounts-and-leases	The min_active and R* pair has no specified linearization point because min_active and the ref allocator are sampled under separate synchronization, allowing grants after the sampled high-water to be swept
B041-013	architecture/mounts-and-leases	The existing life_epoch allocator is server-root-wide rather than namespace-local, so changing it for one warm rebirth would leave the mount lease on the old epoch while changing it for a full remount would affect every namespace.
B042-013	architecture/mounts-and-leases	The ref layer still has read or removal entry points that recover and mint on demand: `CasRefLedger::dropNamespace`, `CasRefLedger::listRefs`, and `CasRefLedger::resolveRef` through `dropRefIfPresent`.
B043-072	architecture/mounts-and-leases	`GcHeartbeat` is the outlier in CAS format versioning because it has no magic, version, or `CasHeader`; it must either remain explicitly disposable advisory state or adopt the common header convention.
B044-024	architecture/mounts-and-leases	A writer paused beyond its mount lease can pass `mayMutate`, be paused before `casPut`, and then commit a shard mutation after another incarnation has claimed the mount because the shard CAS checks only a content token, not `writer_epoch`.
B044-025	architecture/mounts-and-leases	A VM clone or snapshot restore can duplicate `server_uuid` and create a dual-writer window until the original mount's next renewal detects the superseded `writer_epoch`.
B044-026	architecture/mounts-and-leases	Mount reclamation uses wall-clock lease expiry while the local write fence uses boot-clock time, so sufficient clock skew can let one server reclaim a lease that another still believes it holds.
B049-027	architecture/mounts-and-leases	A process-local `catalog_lifecycle_epoch` cannot detect a catalog-life replacement made by another `Pool` sharing the backend, so local epoch tracking is insufficient authority for cold runtime admission.
AUDIT-M-030	architecture/mounts-and-leases	Store::~Store() can abort() the process: a lease-renewal failure during teardown re-arms remount_thread after the destructor's only join, because scheduleRemount() gates only on config.background_watermark and remount_running (never on a shutdown flag), so a fresh ThreadFromGlobalPool gets move-assigned into remount_thread after the join already passed; both ThreadFromGlobalPoolImpl::operator=(&&) and its destructor call abort() on a still-initialized target, so member destruction aborts. This is a guaranteed process crash under a realistic interleaving (an ordinary fenced-out or transiently-failing mount lease during DROP/disk-detach/server-shutdown), and was rated a blocker (risk 90) in the umbrella review of cas-gc-rebuild.
AUDIT-M-031	architecture/mounts-and-leases	Proposed fix for the Store::~Store() teardown abort: add a remount_shutting_down flag set under remount_thread_mutex at the very top of ~Store(); make scheduleRemount() check it first and refuse to spawn once set; re-join remount_thread after mount_keeper->stop(); and give MountLeaseKeeper its own destructor (stopBackground()) so the renewal thread is always joined before its std::function members are destroyed.
AUDIT-M-072	architecture/mounts-and-leases	Before an F1 propagation fix, a read-only `Store::open` still called `PoolMeta::createOrValidate` unconditionally (`CasStore.cpp:122,134`), which does `casPut(..., expected=nullopt)` (create-if-missing, `CasPoolMeta.cpp:129`); over an EMPTY/wrong prefix this either mutates storage or throws a write-permission error instead of cleanly reporting "pool absent" — only the capability probe was skipped for `read_only`, not the meta write. Only bites read-only-over-empty; over a live pool with existing `_pool_meta` the call only validates.
