B049-078	Suppression, catalog ambiguity, and fence loss each retain the selected janitor page; fence loss stops subsequent deletes without rolling back earlier exact deletes, and a final fence recheck prevents progress after a retained-only page or authority loss following the last delete.
B049-079	The namespace janitor retains current `Creating`, `Live`, and `Removing` life identifiers through the catalog reverse index; an absent identifier is a deletion candidate, duplicate current identifiers suppress the whole page, and malformed keys are reported and skipped.
B049-081	Corrupt or oversized janitor progress performs no LIST or delete and is reset only against its exact token; a backend-rejected cursor is likewise reset exactly before the error is surfaced, while cursor CAS conflicts are ignored.
B049-084	A fresh `NamespaceJanitor` resumes a durable partial cursor and resets it at end-of-tree; LIST omissions defer work to a later cycle rather than coupling lifecycle progress to physical visibility.
B050-023	The current GC phase named `namespace_cleanup` is a perpetual janitor phase and is not retired marker residue.
B050-039	Parsed listed keys can nominate malformed or foreign stream objects for diagnostics or leak cleanup, but they can never install table state.
B050-041	`Gc::rebuildBaseline` must pass the immutable catalog cut and exact checkpoint, and a catalog-named life without usable frontier authority is retain/refuse rather than destructive.
B050-042	`CasOrphanManifestSweep::activeManifestKeys` must use exact-frontier recovery for owner protection and exact replay through `committed_through`; until that authority is available, catalog-named namespaces are retain-only.
B050-045	`planRefCleanup` documents snapshot, durable-cursor, and optional-checkpoint boundaries and does not describe cleanup items or a durable `Removed` snapshot.
B050-047	At the unmatched `parent_ref_lives` branch, `buildRefWalkPlan` increments `CasGcUnmatchedAdoptedParentLives`, logs the exact `NamespaceLifePhysicalId`, drops the aggregate row, and emits no plan row.
B050-068	[C1] requires `loop()` and `heartbeatLoop()` to check `isVanished()` at each wake and self-exit, preventing new GC rounds after `Vanished`.
B050-074	The modeled `GcStoppedAfterForget` invariant holds even on idempotent FORGET and post-FORGET `GC START`, because the Admin gate refuses GC on a non-`Live` pool.
B050-097	During Stage-A destruction suppression, the janitor withholds `deleteExact`; its `namespace_cleanup` metrics record seen keys and a `suppressed` count, so six rounds with zero deletions do not prove permanent orphaning.
B051-074	`Context` provides `getContentAddressedGarbageCollectionLog` and `getContentAddressedLog` getters for CAS system-log wiring.
B051-075	The `SYSTEM` query surface includes `CONTENT_ADDRESSED_GARBAGE_COLLECTION`, `CONTENT_ADDRESSED_GC_REBUILD`, and `CONTENT_ADDRESSED_DROP_POOL_MEMBER`, with access checks and `runContentAddressed*` helpers.
B051-077	`Interpreters/SystemLog.h` registers the `ContentAddressedGarbageCollectionLog` and `ContentAddressedLog` system logs.
B051-079	The parser and AST support `CONTENT_ADDRESSED_GARBAGE_COLLECTION`, `CONTENT_ADDRESSED_GC_REBUILD`, and `CONTENT_ADDRESSED_DROP_POOL_MEMBER`, including the `content_addressed_gc_rebuild_force` field and round-trip parser coverage.
B051-080	The `magic_enum::enum_range` for `ASTSystemQuery::Type` must be widened to `[0,255]` because the added CAS `SYSTEM` query types exceed the default range.
AUDIT-M-012	A build heartbeat is durable in the pool before the first blob PUT via the pool-wide gc/hb pulse plus the writer's mount object build-watermark floor; there is no separate builds/<build_id> object in the current layout.
AUDIT-M-016	Regular GC deletion outcomes are classified as deleted | absent | replaced (412 = resurrection won) | spared, and retire entries are dropped only on confirmed outcomes.
AUDIT-M-051	The force-Read override HEADs only fire from `closeBlob` on hashes touched in the current fold window (`cur_edges == 0`); `settleRetiredBelow`'s quiescent-entry path never issues a HEAD and must not be changed to do so.
AUDIT-M-052	On a resurrect supersede the fold keeps exactly one retired entry per hash: the stale entry is dropped, not kept alongside the fresh re-condemn, and the retired list stays hash-sorted.
AUDIT-M-076	Sharded-GC correctness was validated by S15: identical oracle checksums and `dangling=0` under both `gc_shards=1` (default) and `gc_shards=2`, with reducer memory flat (0.60->0.61 GB) and orphan backlog fully drained in both configurations.
AUDIT-M-092	Under `suppress_destructive`, both the `manifest_deletes` phase and the orphan sweep are gated closed: `mf_cleanup_now` is an empty map, and the orphan-sweep delete loop consumes `folded.orphan_sweep.nominations`, which is empty because `planManifestCursorPage` is only invoked when `!suppress_destructive`.
AUDIT-M-094	The frontier round's "universe" is exactly every `Live`/`Removing` row of the round's own frozen catalog cut and nothing else; an older comment defining it as "hint ∪ sealed cursors ∪ catalog Live/Removing entries" is stale and contradicts the code, which implements only the catalog-cut definition.
AUDIT-M2-028	GC's raw baseline rebuild condemns nothing: it only rebuilds cursors and edges. An earlier version ended the pass by LISTing `blobs/` and condemning every physically-present body outside the rebuilt edge set, but this was found unsafe (r5-finding-4) because both legs of the traversal (owner replay and the trimmed-but-live manifest pass) are listing-driven, so a store that omits a durable key from one enumeration hides a live owner while the same pass condemns the blob that owner pins — an observed real failure mode (the `0x1430c` shape), not a hypothetical.
AUDIT-M2-031	Patch parts / lightweight deletes are first-class GC reachability roots: a patch manifest references the base part's patched data columns plus its own delta blobs, and while a patch ref is active it transitively keeps alive both its own delta blobs and the base blobs it references, even if the base part is otherwise superseded, provided the MARK walk treats patch manifests as roots. When a patch is materialized into the base via merge, the patch ref is released and its uniquely-owned delta blobs become sweepable. Patch-on-content-addressed-base is flagged as not yet fully model-checked in the v3 design's residual-risk list.
AUDIT-M2-032	A stateless/ref-less reader that attaches by reading the catalog and registers no `/parts` ref is invisible to the per-process `use_count()==1` MARK-union fence, which is a valid cross-node fence only for replicas holding a `/parts` ref; owning replicas can release refs after `old_parts_lifetime` (480s) mid-SELECT, sweeping the manifest/blobs out from under the read. The preferred fix is an ephemeral reader pin (a Keeper node or equivalent) created at query start naming the parts/snapshot read, auto-released on session end/crash; this is distinct from the lost-replica timeout, which is a genuine leak needing a separate long-dead-replica reaping rule.
AUDIT-M2-042	`CaGcAckFloorCore.tla`'s `SabotageClampNoSuppress` config, which removes the `~clampedL` graduation guard, reproduces the 2026-07-03 night incident of 31 dangling blobs as an `INV_NO_DANGLE` counterexample; the shipped clamp-suppression guard (`suppress_destructive` gating `Gc::graduationDue`, `CasGc.cpp:1360`) blocks graduation and pending deletes while any shard is clamped, so held refs persist in `landed` until a later clamp-free pass consumes them.
AUDIT-M2-078	`putDeterministicArtifact` is the write-once helper for GC objects whose bytes are a pure function of their inputs (source-edge runs, fold seals): a `putIfAbsent` precondition failure is resolved by reading the existing object back and comparing bytes — byte-equal means the writer's own replay landed and is adopted as a no-op, while divergent bytes throw `CORRUPTED_DATA` as an impossible case. It is deliberately not used for observation-bearing artifacts like GC outcome logs, which use first-durable-write-wins byte-adopt semantics instead, and never for blob bodies because the fresh-tag rule makes two attempts of the same logical create legitimately differ.
AUDIT-M2-083	In GC sharding, a shard with an empty delta bucket and no condemned entries in the parent summary copies the parent's run references verbatim ("pure carry", zero run I/O); a missing parent summary entry on a non-fresh pool is `CORRUPTED_DATA`, never silently treated as zero.
AUDIT-M2-084	Generation pruning (GC phase 13) keeps the last `gc_snap_generations_to_keep` generations (default 3; 0 keeps everything for forensics) and deletes wholesale by LIST-and-delete-everything under the generation prefix, bounded to 64 generations per round. A generation still referenced by the live seal is skipped but the cursor still advances past it regardless, so leak-freedom depends entirely on the post-CAS hand-off reclaim in phase 14.
AUDIT-M2-089	Namespace removal has no physical-empty handshake: the writer changes the catalog row from `Live` to `Removing`, appends the exact ref removals plus a `RemoveNamespace` op, and deletes nothing itself. GC's fold attaches cleanup evidence to that opaque life row, and only a later GC invocation's pre-fold drain exact-CAS-deletes the matching `Removing` catalog row before any successor plan can be published; the perpetual namespace janitor and orphan-manifest sweep reclaim the physical debris independently, and a same-name birth waits only for the catalog row to disappear.
AUDIT-M2-122	Attribution of the night's 11 concurrent GC clamps was: RustFS returned false 404s on HEAD during a metacache storm caused by the `rustfs#3231` overwrite-leak's directory bloat (00:37-00:55); the clamps rose with the storm and self-released when it subsided (~01:01), and the bodies the false 404s claimed were missing had never actually been deleted (no `tree_delete` for the pinned manifests). The full causal chain is: leak -> directory bloat -> metacache storm -> false 404s on HEAD -> GC clamps -> (pre-fix) graduation proceeding over unfolded landed events -> dangling blobs.
AUDIT-M2-153	CAS probe A (the ref-scan disagreement detector) reports each hole with the ref-log id and its direction: holes missing from the fold's own (second) scan are explainable by concurrent deletion, but holes missing from the pre-fold (first) scan are not — the object existed at the second walk and its id sits below what the first walk had already observed, so the first walk should have returned it.
AUDIT-M2-209	The Stage B strategic-review concentration proposal's replacement namespace-removal sequence is: (1) catalog transitions Live to Removing; (2) the fenced owner appends the terminal record; (3) GC folds the terminal record and performs one bounded cleanup pass; (4) GC writes a stable retirement marker derived only from RootNamespace; (5) GC durably publishes a fold seal with that namespace's cursor pruned; (6) GC exact-deletes `_ckpt`; (7) catalog entry deletion happens last.
AUDIT-M2-210	Ordering the retirement marker before `_ckpt` deletion means even catalog loss cannot turn a namespace-removal window into a fresh birth; creation must check both the retirement marker and the namespace's `_ckpt` by exact key before admission and refuse if either exists; a listing omission can leak old objects but cannot make a retired namespace visible again because it is never re-admitted.
AUDIT-M2-211	Even under the no-namespace-reuse simplification, catalog authority, the `Creating` publication exclusion, the `Removing` positive-ownership exclusion, the exact-next frontier probe, durable holds, and the delete-site in-degree re-read must not be cut, because they prevent data loss independently of rebirth; a temporary "refuse while old objects survive, retry after GC" rule does not substitute for them since LIST cannot certify old-object absence.
AUDIT-M2-223	C2's widening past its three originally-named sites is justified because `marker_key` is the guard that the physical manifest and verbatim passes consult, so they cannot run without a resolved life; the still-sentinel-keyed `namespaceFilesPrefix` is correct because every writer of namespace files is also sentinel-keyed, making that layer Task 6's responsibility rather than a C2 leftover.
AUDIT-M2-259	The GC round's exact durable key layout: `gc/state` (controller state, one per pool, strict fail-closed CAGT-magic proto), `gc/hb` (advisory heartbeat, fixed 24-byte binary), `gc/gen/<g>/attempt/<a>/fold_seal` (write-once fold seal), `gc/gen/<g>/attempt/<a>/.../<round>/<shard>` (retire outcome log), `cas/refs/<ns>/_log/<txn_id>` (ref log txn), `cas/refs/<ns>/_snap/<id>.proto` (ref snapshot).
AUDIT-M2-261	Blob reachability is source-edge set membership, not a counter: one source edge is (BlobRef, source_id) where source_id = CityHash128(namespace + ref + path), with 0 reserved as the sentinel key for kCondemned rows. The edge set is idempotent under re-fold, so retries and competing attempts produce byte-identical runs.
AUDIT-M2-262	"Spared" means a condemned blob's in-degree recovered because a publish re-referenced it; the retired entry is dropped and recovery wins even past the graduation floor. "Forgotten" has no live meaning in this subsystem — the memory-noted GForget/GcSnap::forget design is superseded by pruneSupersededGenerations (wholesale generation retention).
AUDIT-M2-267	There is no crash-resume step in the GC round: the whole round commits in the single `gc/state` CAS at the end, so a crashed pass leaves only attempt-scoped debris under its own unadopted lease.seq, never adopted and later reclaimed by `pruneSupersededGenerations` or the Task-7 hand-off. Every pre-CAS destructive action is justified by previously-published durable state (`delete_pending`), making replay under a fresh attempt idempotent.
AUDIT-M2-270	The orphan-manifest sweep gates deletion by `prefixEligible`, a durable watermark-only fact (`min_active > build_sequence`, or the retired sentinel `min_active==UINT64_MAX`, or an older epoch; a missing watermark means NOT eligible), and skips any key still in `activeManifestKeys(ns)` (committed + live precommits + manifests removed above the durable fold cursor). It never GETs a condemned body to revive it.
AUDIT-M2-300	Stage B Task 5's restated invariant: no same-name namespace entry can be created while any GC-held state (cursor, cleanup item, seal row) for the previous life survives; under this ordering, the catalog entry for a dropped table survives until the terminal record folds (a GC-round latency), so `CREATE TABLE` of a just-dropped name is refused — today as a `LOGICAL_ERROR` (`Pool/CasRefCatalog.cpp:236`) — until the next fold, which will burn stateless CI lanes that drop-and-recreate names constantly.
AUDIT-M2-340	Capture-at-deposition (recording `NamespaceLifeId` at fold time rather than re-deriving it from the catalog) is mandatory because the stale-leader TLA+ sabotage shows that re-deriving the incarnation after rebirth targets the new life directly, causing data loss.
AUDIT-M2-342	A removed namespace whose only residue is `_files` promotes its cleanup item to `Completed` on the first fold, so the janitor cannot key its reclaim logic off `Pending` state alone.
AUDIT-M2-349	Non-per-namespace fold-seal capacity terms (`btr` per run segment, `cnd` per gc-shard) are untouched by the removal-ordering decision and do not disappear along with the Σ-index-set capacity argument.
AUDIT-M2-353	Probe A detects CAS ref-prefix LIST incompleteness via two independent enumerations per GC round (the pre-fold defer scan and fold's own enumeration); it compares per-namespace id sets and reports a hole only when the id is below the OTHER enumeration's own maximum for that namespace, which excludes ordinary in-flight appends between the two walks.
AUDIT-M2-354	Probe A has two documented blind spots it does not catch: a hole that reproduces identically in both enumerations, and a namespace dropped wholesale from one enumeration (no `ref_tables` entry, so the comparison loop never visits it); widening the witness rule to use the pre-scan's own maximum was considered and rejected because it would permanently block the cursor on a namespace whose logs were legitimately cleaned between the walks.
AUDIT-M2-361	`stale_edge_verdict` returns `unchecked` on any partial scan, with positive findings still checked first, because a partial scan can only weaken a proof of absence, never invalidate evidence of presence.
AUDIT-M2-373	The chosen fix (Fix 4) for the deposed-leader stray-Clean defect makes GC freshness metadata add-only: GC never transitions Condemned to Clean on a spare (the spare-side `clearSparedMeta` call and helper are removed); only a writer that has displaced the body with a fresh incarnation token publishes Clean, via `uploadFromSource` + `writeResurrectMetaClean`/`copyForwardFromCondemned`. Accepted cost: a spared hash stays Condemned until a writer resurrects it (write amplification on recurring-hash churn); normal reads never consult the meta so this is safe.
B001-021	The hot/cold layout split changed GC discovery to GET gc/state + LIST cas/refs/, making discovery proportional to ref shards rather than manifest backlog.
B002-003	GC runs as a background lease-holder loop and its safety does not depend on leadership uniqueness; concurrent or stale leaders may duplicate work but must not mis-delete.
B002-006	The advisory GC heartbeat is stored in `gc/hb` as `{owner, hb_seq}` and is advanced independently of round progress to prevent a live slow leader from being falsely stolen.
B002-051	A forced GC rebuild over-protects unowned manifests that are not provably build-dead, preferring bounded leaks over violating `INV_OVER_COUNT_ONLY` through under-counting.
B002-167	GC safety is independent of the advisory heartbeat; the heartbeat is the minimal addition needed to prevent a slow leader's frozen round sequence from triggering a false steal.
B002-179	The root-local model shows that a target-sharded fold needs one global coordinator fence and paired old-binding `−1` deltas; per-reducer fencing or inferring the old target from the new ref is unsafe.
B003-005	The E3 GC redesign used root-local part manifests and source edges identified by `(ManifestId, path)`, removed the registry, and added a shard-incarnation ABA guard.
B003-006	The E4 GC and writer settlement uses a one-pass heartbeat ack-floor round, writer point-reads of freshness metadata instead of a `RetireView`, retired rows inside the snapshot run, and a ref snapshot plus append log instead of a mutable root-shard manifest.
B003-010	Retired rows are represented as `kCondemned` sentinel rows inside the snapshot run rather than as a separate retired-list object.
B003-024	The GC-side ack-floor one-pass round is current, while the writer-side ack-floor and `RetireView` synchronization was deleted by `55b76af5998`; these are separate mechanisms.
B003-044	The regular GC round is one pass consisting of a heartbeat ack floor, one `LIST` discovery sweep, a three-cursor fold, pre-CAS deletes, and one `gc/state` CAS.
B004-068	The GC lease is work de-duplication rather than mutual exclusion: one `gc/state` CAS adopts a round, attempt-scoped artifacts isolate leaders, pre-CAS destructive work uses published state, and exact-token deletes protect newer incarnations.
B004-083	The D1 implementation plan replaces `gc/registry` discovery with `LIST(cas/refs/)` and reclaims empty ref-shard objects so `dropNamespace` no longer leaks a monotone registry and empty shard objects.
B004-100	The D1 design collapses the prior fence coordinates into two orthogonal coordinates: immutable shard `incarnation` for identity and birth ordering, plus pool-global GC `round` for the writer retire-view floor.
B004-103	D1 makes `LIST(cas/refs/)` the discovery authority, retains ambiguity detection across pages as a fail-closed condition, and removes `gc/registry`, `RootsRegistry`, `rootsRegistryKey`, `ensureRegistered`, the registry-fence sub-step, and the `_registry` cursor branch.
B004-108	`dropNamespace` appends an explicit tombstone as the last journal event after ref removals, and GC deletes the shard only when it is empty, tombstoned, and folded past a completed fence using `deleteExact(rootShardKey(ns, shard), token)`.
B004-110	After registry removal, GC fences only discovered shards from `LIST(cas/refs/)`; an absent shard is not minted or fenced, and create ordering is supplied by the precommit gate.
B004-135	The consolidation target explicitly assigns GC protocol documentation to cover lease/election, rounds, orphan and ref removal, shard reclaim, incarnation, registry removal, attempt-scoped generations, TLA+ references, and S3 budget links.
B004-138	The ack-floor GC redesign replaces O(universe) per-round fence and recheck phases with a merged per-server heartbeat, a current retired list, and a one-pass three-cursor merge.
B004-147	The current retired-list design adds `RetiredEntry::condemn_round`, adds `GcState::retired_refs`, uses `cas_gc_state` version 4, rejects v3 fail-closed, and has `RetireView::refresh` GET `gc/state` followed by each referenced retired-list object without LIST.
B004-150	The planned one-pass ack-floor round computes the heartbeat floor before discovery, folds and merges deltas, deletes graduated entries by exact token, writes retired-list objects, and then performs one `gc/state` CAS; `fence` and `recheck` are removed.
B005-001	The redesigned regular GC round targets O(delta) plus O(servers) S3 requests; its only universe-proportional operation is the existing LIST sweep, which costs O(universe/1000) LIST requests.
B005-009	The retired list is one current sorted candidate set referenced by `gc/state.retired_refs`; per-round retired sets keyed by `retiredKey(...)` and the multi-round `RetireView` fetch protocol are removed.
B005-011	`gc/state` removes `fence_version`, adds current retired-list references and checksums, and is updated with one CAS per pass containing the round, generation adoption, retired references, and coverage.
B005-013	`fence_round` is no longer bumped every round; it remains only as the birth floor stamped at root-shard creation for THM-NO-RETURN newborn ordering.
B005-028	Graduation is two-phase: a pass marks fresh graduates with `delete_pending = true` and keeps them published, while `deleteExact` runs only for entries already pending in the previous published list.
B005-042	Snapshot-run streaming scope includes T2 streaming reads and T0 reference-parent runs for empty-delta shards; T1 delta-runs are deferred to a subsequent specification.
B005-056	Implemented retention skips at generation granularity and advances `snap_pruned_through` over every visited generation; when a reference moves off a skipped generation, hand-off deletes the whole `gc/gen/<g>/` prefix rather than one run, preventing leaks of the rest of that generation's artifacts.
B005-130	The rebuild plan uses attempt iteration over batches of at most `rebuild_edge_budget` edges, feeding the previous attempt's runs back as `prior_runs`; this provides O(budget) memory without new spill/merge classes.
B006-014	GC trim uses `mutateShard` as a `WholeShard` queue item, so trim rewrites no longer race writers even though trim still flushes alone.
B006-059	If any fold pass records a clamp anomaly, destruction is suppressed: no graduations or redeletes occur, pending entries carry `UNCHANGED`, condemn/spare continue, and deletes resume on the first clamp-free pass; the pass emits a warning and increments `CasGcClampSuppressedPasses`.
B006-062	GC Lever A skips the expensive in-degree snapshot rebuild on rounds with no destructive decision; Lever B, an incremental point-updatable in-degree store, remains out of scope.
B006-064	The DEFER decision is true exactly when changed-shard count is below `fold_threshold`, no destructive decision is due, and `rounds_since_last_fold` is below `gc_fold_max_defer_rounds`; otherwise the round FOLDs.
B007-008	Using a stale heartbeat acknowledgement for a renewal is conservative for the GC floor because it can only lower `min_ack` and delay graduation; lease expiry is the failure that must be avoided.
B007-032	The phase-4 GC optimization skips unchanged namespaces so an idle round approaches O(servers) reads and a small-delta round costs O(delta), with a mandatory TLA+ proof that owner-removal events are never skipped.
B007-063	The dangling-precommit fix uses a fold-side, watermark-keyed force-Read: `ShardCoverage` records the minimal live precommit binding, and `computeDiscoverDecisions` overrides `Skip` when that precommit is provably dead.
B007-077	The resurrect-reupload fix keys blob condemnation on `(hash, current token)` instead of only on the hash, and re-condemns a current token when a touched hash has net in-degree zero and a prior retired token differs.
B009-004	Build::abandon retires build_seq after its precommit-removal CAS, while alive is set false early.
B009-107	Graduation is re-keyed from condemn_round < min_ack to condemn_round < current_round, with min_ack removed from the GC fold interface.
B011-001	After v3, the retired list is GC-private: writers make condemned decisions through per-hash `.meta` point reads and do not read `RetiredSet`.
B011-004	Retired-in-snapshot preserves settlement semantics including condemn, carry, round-paced graduation, `delete_pending`, redelete, clamp suppression, the pre-CAS single delete site, resurrect-supersede, `.meta` writes, B170 events, and GC-log counters.
B011-021	The two-cursor merge settles a pending row by exact-token redelete at d = 0, spares any row at d > 0, graduates a nonpending row when `condemn_round < current_round`, and otherwise carries it unchanged.
B012-055	In-place journal trimming was replaced by cleanup of `_log` and superseded `_snap` objects only when both durable cursor coverage and observed snapshot coverage exist.
B013-033	CAS listing and exact-delete handling is intended to share a callback-based `forEachListedKey` iterator and a `classifyDeleteOutcome` classifier across GC, fsck, and orphan-manifest cleanup.
B013-040	`GcState::fence_seq` is write-only vestigial state because GC outcome and retire keys use `(snap_generation, snap_attempt)`; its proto field is removed and field number 3/name `fence_seq` are reserved.
B013-041	`ShardCoverage::folded_cursor` and `ShardCoverage::incarnation` have no production readers and are removed from the fold-seal format while the `ShardIncarnation` type itself is retained.
B014-034	GC fold body reads should size each fresh `ReadBufferFromS3` from the known listed/meta body size plus small slack, capped at the current default; the expected effect is approximately 99% less fold-buffer churn with no behavior change.
B014-047	Manifest debris must be drained before deleting the victim mount slot because deleting the mount body removes `floorForNamespace` watermark authority and would make the debris ineligible forever; the decommission command is the epoch authority and can sweep old-epoch prefixes.
B014-080	The rev.6 GC-defense audit treats zero S3 requests spent fighting a foreign writer on hot paths as the compliance principle; incidental checks and CAS-linearized commits are compliant by definition.
B015-017	A new GC leader starts lease observation afresh, delaying fencing by one round without weakening safety because fencing is a liveness and cleanup mechanism.
B015-030	The rev.6 GC-defense audit keeps the `gc/state` CAS, orphan-sweep prior-epoch gate, and fold-lag machinery because they are GC or intra-node mechanisms rather than foreign-writer defenses.
B015-078	The recommended root-cause fix for the fetch-by-relink residual is a liveness re-check at the GC pre-CAS `deleteExact` site rather than restoring blanket promote-time HEAD and `loadMeta` probes.
B015-125	Reader retention is implemented as incremental removal deferral rather than refolding the entire pinned closure each GC round.
B015-130	Fetch-by-relink handoff pins and reader snapshot pins share only the GC retention-overlay primitive and are independently shippable features.
B015-142	Any future §5 revival must keep spare tombstones uncleared until a writer resurrects the blob with a fresh token.
B016-029	CAS runs use sorted NDJSON with no blocks, footer, or `seek`; `RunFileReader::seek`, `inDegreeInGeneration`, and `SourceEdgeKeyCodec::seekPrefix` are deleted because production consumers read runs sequentially, accepting approximately twice the bytes with re-binarizing `cas_run` as the localized fallback.
B016-065	`cas_gc_outcomes` is not deterministic: it uses idempotent `putIfAbsent`, and replay adopts an existing durable object after decoding rather than treating byte inequality as a correctness failure.
B017-044	Only `RunKind::SourceEdge` is live for standalone `cas_run`; `BlobDelta` and `TargetShardDelta` are dead, while `ManifestEntries` remains only for the embedded part-manifest stream.
B017-047	The production fold uses a hand-written two-cursor merge of the prior run stream and scattered deltas; no k-way line-based merger is introduced.
B017-080	The superseded v1 protocol proposed a build-owned pin at `gc/fetch-pins/<receiver_srid>/<build_id>` containing the fetched part's blob-ref closure, created by the sender before releasing its part.
B019-058	Review finding №2 is by design at the harm level: unconditional `resurrectStaged` is safe because content-addressed payloads are byte-identical, promote dependencies are tokenless-on-ref, and fresh tags defeat stale exact-token deletes.
B020-011	`CasDecommission.ManifestDebrisPhaseFailuresWarnAndContinue` should inject `S3_ERROR`, not `LOGICAL_ERROR`, because `sweepNamespace` catches `Exception` without inspecting the error code and the test models unavailable backend protection-view access rather than an invalid invariant.
B020-032	The sound S31 completeness check compares `previewDeletes` with the same-instant `fsck.pending_gc` and delete-pending classes, not cumulative `deleted_total`; no product-code change is required.
B023-057	The GC scheduler exits at its next wake on `Vanished`, on published `vanished_intent`, and on `IdentityLost`; it does not join from a callback.
B026-002	The skipped-transaction detector must detect the effect that a fold cursor advanced past a ref-log transaction that was never applied, rather than assume that the cause was a hole in a `LIST` page.
B026-013	Probe A compares the two existing full enumerations of `cas/refs/` instead of performing another scan, so it adds a set comparison and no backend I/O.
B026-021	`GcRoundLogRecord` uses a fresh `round_id` for every round attempt and stamps it on Start, Phase, and Finish rows; `round` is unsuitable because it is zero on Start, unavailable on non-leader rounds, and known only after a folding CAS.
B026-069	The fix must not assume holes are page-shaped or trust a particular store, must retain Probe A and its `HEAD` verdict, and should close Probe A's two blind spots with the authoritative chain rather than widen its witness rule.
B027-007	For each ref log, GC performs one GET of the log body because the transaction must be read; for each edge it performs one HEAD and one GET of the manifest body because the reducer needs the blob list for both `-1` and `+1` edges.
