architecture/blob-protocol	B004-121	For tokenless evidence dependencies, `observeAndAdmit` reads and verifies the condemned object, wraps the payload with a fresh `incarnation_tag` and this build's `build_id`, and conditionally overwrites the observed token before admitting the new token.
architecture/blob-protocol	B005-018	Condemned-blob recreation uses the existing `Build::putBlob` cold-reuse rule on a retried build; the promote gate remains fail-closed with `ABORTED` because build-local sources are not retained at promote time.
architecture/blob-protocol	B005-093	GCS conditional semantics require a non-`x-amz` authentication dialect: GOOG4-HMAC or OAuth Bearer; `x-goog-*` headers cannot be mixed into sigv4 requests because GCS returns `ExcessHeaderValues`.
architecture/blob-protocol	B009-043	Build retains a parallel map of BlobSource objects for every putBlob hash, including streamed uploads and dedup-adopted blobs, because DepEntry is reassigned on adopt paths.
architecture/blob-protocol	B009-053	The tokened fix retains BlobSource in a parallel map for every putBlob hash, including dedup-adopted hashes, because later condemnation can affect an adopted incarnation too.
architecture/blob-protocol	B009-059	Build::promote keeps the outside-the-lock tokenless copy-forward pre-pass as a fast path and adds an in-closure backstop for condemnations visible only in the refreshed view.
architecture/blob-protocol	B009-073	The settled v3 blob layout keeps one key per hash and a minimal in-body 16-byte incarnation_tag plus payload; the manifest remains pure content and reads use a constant offset.
architecture/blob-protocol	B009-099	Freshness-meta v3 replaces writer-side RetireView retired-list downloads with per-hash .meta point-reads while leaving the exact-token body-delete core and read path unchanged.
architecture/blob-protocol	B012-068	An HTTP-attempt timeout is not the deadline for a complete logical CAS operation; CAS code owns retries, gates attempts on the local mount fence and remaining lease time, resolves uncertain writes from exact keys where permitted, and bounds retry budgets.
architecture/blob-protocol	B012-075	No protocol-significant CAS operation inherits an unexamined generic S3 retry policy.
architecture/blob-protocol	B013-032	Object-storage token handling is consolidated into `tokenForHead`, `tokenForList`, and `tokenMatches` so native ETag, GCS generation, and emulated list-token policies have one source of truth.
architecture/blob-protocol	B013-052	The shared S3 412 policy is consolidated into `S3::isPreconditionFailedError` and `S3Exception::isPreconditionFailed`, checking the HTTP response code first and canonical exception name/message as fallback.
architecture/blob-protocol	B014-025	Insert and merge uploads have different recovery behavior under a RustFS stall: an insert can re-stream from its still-live scratch file inside the query, while a merge failure discards the whole task and rebuilds without a durable object to adopt; proposed remedies are preserving staged merge results or using a size-proportional stream budget, with a circuit breaker as the outer safety limit.
architecture/blob-protocol	B016-021	Every persisted CAS format is converted to text, including `ref_log`, `ref_snap`, and the `blob_meta` sidecar; raw payload bytes are the only binary exception.
architecture/blob-protocol	B016-034	Wire structs such as `BlobMeta`, `RefLogTxn`, and `FoldSeal` move with their codecs into `Core/Formats/`, while protocol logic requiring a backend or layout remains in `Core/`.
architecture/blob-protocol	B017-017	`RefOwnerBinding` and `RefOwnerKind` are shared by the ref log and snapshot codecs in `Core/Formats/CasRefWireVocab.{h,cpp}` so peer codecs do not depend on one another.
architecture/blob-protocol	B017-052	The part manifest remains one object; its embedded `CARN` `RunKind::ManifestEntries` stream is replaced inside the same body by JSON entry lines and a trailer, with no separate object and no `CasRecordStreamFormat` reuse.
architecture/blob-protocol	B017-074	`ObjectKind`, `ProvenanceOp`, `Provenance`, and the slim `EnvelopeHeader` move with the envelope codec into `Core/Formats/CasBlobEnvelopeFormat`, while `CasEnvelope.{h,cpp}` are deleted.
architecture/blob-protocol	B018-038	The proposed `CasBlobUploader` extraction moves byte delivery such as `putBlob`, `observeAndAdmit`, `uploadFromSource`, HEAD-first handling, and staging promote/resurrect execution, while admit/adopt/resurrect choice, dependency recording, and the `promote` gate remain transaction state.
architecture/blob-protocol	B019-011	The CA branch of `DataPartStorageOnDiskBase::clonePart` creates one destination transaction, recursively streams every source file through non-autocommit `IDiskTransaction::writeFile`, and commits once.
architecture/blob-protocol	B019-012	Cross-disk CA part copying is sequential because the transaction's staging map is not mutex-guarded and MOVE is latency-insensitive; parallel copying is deferred optimization work.
architecture/blob-protocol	B019-025	The L2 fix copies every part file sequentially through one destination CA transaction and commits once, causing `publishStaging` and `PartWriteTxn` to upload deduplicated blobs, create one manifest, and publish one ref atomically.
architecture/blob-protocol	B020-019	Freshness-meta conditional writes must be routed through the shared `CasRequestController`, using controlled put-if-absent and controlled If-Match overwrite variants; transient errors must be absorbed inside the controlled call rather than swallowed as best-effort failures because stale meta state affects point readers.
architecture/blob-protocol	B020-040	Transient CAS write failures that are rerouted to the client use `NETWORK_ERROR` and a retry-later path, while terminal content conflicts such as `republishRef`'s unique-reference refusal remain `ABORTED`.
architecture/blob-protocol	B021-044	`CasJsonWriter` owns a `String`, appends inline, and supports whole-object assembly for bounded formats plus a reused line-scratch mode for streaming formats; it avoids `WriteBuffer` lifecycle overhead and per-record heap allocations.
architecture/blob-protocol	B021-047	`CasJsonWriter::stringValue` scans for control bytes, quotes, backslashes, and `0xE2`, bulk-appends safe runs, and preserves the canonical JSON escaping for `\\b`, `\\f`, `\\n`, `\\r`, `\\t`, `\\u00XX`, U+2028, U+2029, partial `0xE2` sequences, and unescaped `/`.
architecture/blob-protocol	B022-063	Per-write retry behavior is selected with the backend-neutral `ObjectStorageRetryProfile` token, whose values are `Default` and `SingleAttempt`.
architecture/blob-protocol	B022-070	The CAS-specific predicates `isMalformedRequestError`, `isEntityTooLargeError`, and `isAccessDeniedError` are moved to `S3Common` so CAS classification and `S3Exception::isRetryableError` share maintained error-name lists; `isRetryableError` itself is not changed.
architecture/blob-protocol	B023-072	`PartWriteTxn::uploadBlobDetached` is a side-effect-free upload primitive that returns value-only results and does not mutate transaction state; upload results are merged into each part's build serially after the join.
architecture/blob-protocol	B023-075	`RefOp::payload` and the related `RefPayloadUpdate` API are deleted under the pre-release no-compatibility policy; `SetPayload` becomes `SetPublishedAt` with wire word `set_published_at`.
architecture/blob-protocol	B023-101	The multi-commit design uses one dedicated CAS upload pool disjoint from `getThreadPoolWriter`; upload tasks return `DepEntry` values and merge them into `build->deps` only after joining.
architecture/blob-protocol	B024-005	`uploadBlobDetached` keeps conditional body/meta operations, freshness transition to `Clean`, condemned-object resurrection, dedup-cache operations, event emission, request accounting, and ProfileEvents inside each upload task so branch ordering is preserved.
architecture/blob-protocol	B029-080	The validator uses fixed 128-bit `XXH3_128` through `Primitives/CasXxh3Streamer.h`, not the pool's pluggable `blob_hash`, because it is a protocol validator that must compare consistently across disks.
architecture/blob-protocol	B034-055	Content-addressed encryption deduplication is scoped per encryption key, with key-local hash derivation.
architecture/blob-protocol	B034-058	The proposed `ch128ctx` blob hash is `cityHash128(content) ∥ xxh3_64(part_name, file_name) ∥ size`, a 256-bit slot-bound digest intended to prevent cross-slot adversarial deduplication while preserving same-slot retry and replica-write deduplication.
architecture/blob-protocol	B035-002	`Build::putBlob` was changed to stream the staged source instead of materializing it in a `String`, resolving the observed CA upload memory blow-up.
architecture/blob-protocol	B035-078	Incarnation identity is stored in the object body rather than provider metadata because metadata is write-once and requires copy operations, has an 8 KiB cap, and S3 ETags identify content rather than metadata.
architecture/blob-protocol	B039-039	`Cas::Store` remains responsible for protocol and object identity, including ref resolution, manifest validation, blob-location translation, and committed-ref mutation.
architecture/blob-protocol	B040-130	The v2 Payload family keeps CABL constant-offset ranged reads and replaces header_hash with header_crc32c in the guard slot while leaving payload bytes unchanged
architecture/blob-protocol	B040-138	v2 changes CasEnvelope.header_hash to header_crc32c at [86,90), with [90,94) as a zero u32, while keeping the 94-byte core
architecture/blob-protocol	B040-169	v3 drops cas_blob hash_algo, domain_id, header_hash, writer_version, logical_size, and logical_hash because they are redundant, unvalidated, replaced by ch and bld, or already absent from code
architecture/blob-protocol	B043-004	Blob identity uses an in-body incarnation tag and an exact backend token for deletion; generations are absent from object keys, so the `404 → LIST` degraded read path is unnecessary and Keeper is optional.
architecture/blob-protocol	B043-006	Immutable CAS content uses a binary hashed format and mutable hot-path objects use protobuf; JSON, pack objects, and the write-only build-heartbeat object were removed from the format design.
architecture/blob-protocol	B049-059	`fanOutBlobUploads` takes `ThreadPool &` explicitly so the same inputs can be run through a size-1 serial reference pool and a size-N fanned pool in one process; production passes `Cas::blobUploadPool()`.
architecture/blob-protocol	B049-062	The fan-out uses `ThreadName::UNKNOWN` rather than adding a CAS-specific enum value to shared `setThreadName.h`.
architecture/blob-protocol	B049-064	Serial-versus-fanned equivalence compares stable fields, logical payload, and backend metadata state rather than backend token values because concurrent fresh and resurrect uploads can mint tokens in nondeterministic order.
architecture/blob-protocol	B051-011	For CAS, `createHardLink`, mutable `moveFile`/`replaceFile`, and `moveDirectory` must be staged eagerly in transaction order; otherwise MergeTree can read the old state before commit.
architecture/blob-protocol	B051-033	A conditional PUT with a large body and `If-None-Match` or `If-Match` can be deterministically rejected with HTTP 412 before the body is accepted, so `Expect: 100-continue` should be used above a configured size threshold.
architecture/blob-protocol	B051-037	GCS XML API conditional writes require native GOOG4 signing and `x-goog-if-generation-match`; AWS `If-Match`/`If-None-Match` and SigV4 semantics are insufficient, and GCS may ignore conditional multipart completion.
architecture/blob-protocol	B051-056	The content-addressed `writeFile` implementation, including append read-modify-write, autocommit-inline versus content-blob selection, and the deferred-finalize lifetime pin, is moved from `DiskObjectStorageTransaction` into `ContentAddressedDiskTransaction`.
architecture/blob-protocol	B051-104	`ContentAddressedDiskTransaction` dispatches every staging operation directly to the metadata transaction in program order, including `writeFile`, `createHardLink`, and the `moveDirectory` re-key.
architecture/blob-protocol	AUDIT-M2-015	The manifest-trust adoption trade-off (D4 relink trust model, ordinary ReplicatedMergeTree interserver trust) means a genuinely-absent adopted blob is no longer caught at promote time — it becomes an fsck `dangling` finding instead of a promote `ABORTED`; this is verified unreachable in production by source-pin plus durable-edge, backed by an independent EDGE-BEFORE-OBSERVE consult and a per-test reachability proof. This also incidentally fixed the S13 soak-run-3 liveness brick where `republishRef -> promote ABORTED (condemned)` had left a table readonly forever.
architecture/blob-protocol	AUDIT-M2-110	The GOOG4-HMAC-SHA256 signer was implemented as a sigv4 variant (renamed constants: `GOOG4` key prefix, `goog4_request` scope, `x-goog-date`/`x-goog-content-sha256` headers) plus a precondition-header mapping (`If-None-Match: *` -> `x-goog-if-generation-match: 0`; `If-Match: <etag>` -> `x-goog-if-generation-match: <generation>`) and token extraction from the `x-goog-generation` response header, letting the existing CAS S3 backend target GCS natively via a `http_client = gcs_hmac` opt-in and a `TokenType::Generation` token kind.
architecture/blob-protocol	B015-110	A dedup-cache hit does not skip the occupancy HEAD; it avoids the body PUT represented by `CasBlobBodyPutAvoided`.
architecture/blob-protocol	B035-001	Before the streaming fix, `Build::putBlob` could materialize a `BlobSource` into a `String`, producing about 384 MiB peak RSS for a 64 MiB blob upload; testing this risk requires blobs of at least 256 MiB or the `ci/full` scale.
architecture/blob-protocol	B035-018	The CA write path historically spilled an entire part to `disks/ca/cas_scratch` before S3 upload: a 24 GiB part used about 24 GiB scratch and a 100 GiB part used about 93 GiB, so a part larger than local scratch was unwritable despite bounded RSS.
architecture/blob-protocol	B035-023	A single INSERT into a 256-partition table can take about 10 seconds because each partition piece performs a separate CAS commit with manifest, ref, and blob round trips.
architecture/blob-protocol	B035-044	`CasJsonWriter` reduced representative `BM_EncodeRefLogTxn` latency from 753 ns to 333 ns by bulk-appending one record at a time, but the proposed <=3x memcpy-floor gate was not met because the validating encoder remained about 10.8x above the 30.7 ns raw-copy floor.
architecture/blob-protocol	B034-102	Bulk deletion is rejected for GC because `deleteExact` must preserve token-conditional safety and report `TokenMismatch` without deleting the object when the token is wrong.
architecture/blob-protocol	B042-037	The HEAD-before-GET pair remains a protocol step under the standing veto; the proposed cache removes whole redundant edges and therefore does not remove the HEAD from an edge that is still fetched.
architecture/blob-protocol	B042-040	S3 bulk `DeleteObjects` is rejected for `pending_deletes` because it provides no per-object precondition, while `deleteExact` is safety-critical and backends that ignore its condition are rejected by `Cas::Probe`.
architecture/blob-protocol	AUDIT-M2-062	Comparing hot-tier consolidation snapshots via bare `checksums.txt` equality was rejected because MergeTree checksums are `CityHash128`, a non-cryptographic hash that must not gate a decision to skip reading bytes; inode witnesses / borg-style filesystem-identity caches were also rejected as side state alien to the CA model, whose identity primitive is re-hashing.
architecture/blob-protocol	B050-014	The generation-8 snapshot byte golden still begins with `{"type":"cas_ref_snap","v":8}` and retains the same ordered `"lc":"live"` metadata field.
architecture/blob-protocol	B034-060	Out-of-band uploads under a staging prefix must be adopted through verified hash-then-publish copy-forward rather than trusted in place.
architecture/blob-protocol	B034-061	A CA write path can spill an entire 100 GiB merge to approximately 93 GiB of local scratch, so very large parts require streaming hash support or documented S3-native staging.
architecture/blob-protocol	B043-096	The format-freeze work for `B176` must review envelope TLV fields and make the streamed `gc/snap` codec preserve streaming, compression, and ordering semantics.
architecture/blob-protocol	AUDIT-M2-434	In the meta-descriptor raw-body plan, the absent-meta AND absent-body retry mechanism in putBlob's step (Task 3 step 5) is left as an open implementation choice between a sentinel value and a re-throw-ABORTED-and-retry approach; whichever is picked, putBlob and observeAndAdmitByMeta must stay consistent.
architecture/correctness	B001-013	The manifest decode cache assumes the backend token uniquely determines content, but the capability probe does not currently test TOKEN⟹CONTENT; a weak recycled token could serve stale manifests.
architecture/correctness	B001-014	Plain-object helpers casPutObject and casRemoveObject bypass CasRequestController and can retry beyond the lease-bounded retry discipline used by the ref lane.
architecture/correctness	B001-041	The TOKEN⟹CONTENT contract is load-bearing for the manifest cache but is not verified by Cas::Probe.
architecture/correctness	B001-049	suppress_destructive is recomputed independently in fold and runRegularRound, so a future anomaly append between those reads could make fold and deletion decisions diverge.
architecture/correctness	B002-041	B140-dangle was caused by separately durable snapshot edges and `folded_cursor`; embedding the cursor in the snap codec makes trim and snap coverage co-durable.
architecture/correctness	B002-142	B140-dangle is pinned by tests requiring a shared deduplicated blob to survive dropping only one of two live refs.
architecture/correctness	B002-144	The S04/S04b under-count bug was fixed by replacing persisted integer in-degree with an idempotent source-edge set, making duplicate removals no-ops.
architecture/correctness	B002-183	The resurrect-reupload orphan occurs when GC tracks a retired entry by hash only; settling the old token without re-condemning a replacement token can leave the replacement present forever.
architecture/correctness	B003-105	B157 read-your-writes coherence increments `shard_write_seq[key]` before cache eviction and prevents a concurrent stale GET from re-caching an invalidated shard decode.
architecture/correctness	B003-106	B115 was caused by `ReadBufferFromFileView` retaining a stale `file_offset_of_buffer_end` after remote `setReadUntilPosition` discarded its inner working buffer, which could produce duplicated and missing granules as wrong query results.
architecture/correctness	B004-062	The implemented ref lane trusts a cold LIST as complete and enforces strict increase but not middle-log contiguity, so a missing middle log can be silently skipped; the v9 contiguous-chain design exists only in TLA+ models and plans.
architecture/correctness	B004-099	Deleting and recreating `cas/refs/<ns>/<shard>` under the old path-keyed cursor creates an ABA hazard: a stale `folded_cursor` can skip journal versions 1 through K in the recreated shard, losing its edges.
architecture/correctness	B005-074	Without a valid `gc/state` baseline, trimmed journals make a fresh GC interpret long-committed live blobs as zero-in-degree and mass-delete live data; this is fail-catastrophic rather than fail-closed.
architecture/correctness	B006-054	The queue implementation needed identity-checked map-entry erasure because a slow waiter could otherwise erase a successor queue by key and create two leaders with conflicts; test counters also had to exclude bootstrap and mount-renewal `casPut` operations.
architecture/correctness	B007-038	If GC fences a fresh lease before the adopt GET, the old `claimMount` and `claim` checks can resurrect a fenced incarnation under the same epoch, contradicting the terminal-incarnation rule.
architecture/correctness	B007-044	A rejected `ALTER TABLE s19_src MOVE PARTITION 2 TO DISK 'default'` correctly raised `Code:479 UNKNOWN_DISK`, but two `CasRootCas` operations occurred before validation, so the move was not perfectly atomic even though fsck remained clean.
architecture/correctness	B009-001	Build::promote must stop silently overwriting a committed ref, republishRef must make destination re-drives idempotent, and Build::abandon must retire build_seq only after precommit removal.
architecture/correctness	B009-012	Promoting over a pre-existing committed ref can leave two live Committed bindings for one ref and later make dropRef remove only the new binding, creating owner↔refs divergence.
architecture/correctness	B009-050	With gc_interval_sec=5, GC can condemn a freshly written blob in the putBlob→promote window and cause ordinary INSERT to fail with ABORTED at promote's blob revalidation.
architecture/correctness	B009-052	Build::promote's prior fail-closed revalidation aborted on a condemned tokened leaf even though that leaf had a retained writer source; the existing copy-forward pre-pass intentionally handled only tokenless adoptEvidence leaves.
architecture/correctness	B009-064	The tokenless race exists because the pre-pass observes retire-view round R while mutateShard may refresh the view to R′, making condemnations in (R,R′] visible only to the in-closure revalidation.
architecture/correctness	B010-007	A `tombstone` meta is terminal: a writer must never CAS `tombstone` to `clean`, because GC may already have committed deletion of the unchanged-token body; the writer instead waits boundedly for the meta to become absent and then fresh-uploads, failing with `ABORTED` on exhaustion.
architecture/correctness	B010-034	The deterministic GC-delete-versus-writer race must prove that after GC wins `condemned` to `tombstone`, a writer observes the tombstone and fails with `ABORTED` instead of un-tombstoning it.
architecture/correctness	B011-033	A deposed leader can leave a durable stray-Clean meta over a still-`delete_pending` blob when `clearSparedMeta` completes before the leader loses the `gc/state` CAS.
architecture/correctness	B011-034	Stray-Clean meta lets a writer reuse the condemned exact token, allowing a later pending `deleteExact` to delete the live reuse and violate `INV_NO_LOSS`.
architecture/correctness	B011-063	A pre-existing `RunFileReader::seek` bug can skip an exact full key duplicated across a block boundary because it selects the last block with `min_key <= target`; the independent fix is to select the first block with `max_key >= target`.
architecture/correctness	B011-074	Before the variable-length digest port, `CasGc.cpp` condemn-sweep and several `CasFsck.cpp` listing sites used `hexToU128` inside `catch(...) { continue; }`, silently classifying every SHA-256 blob as foreign and causing a permanent leak or false-clean fsck result.
architecture/correctness	B011-102	A predecessor PUT that completes after successor recovery can create a late older-epoch log invisible to the successor and later snapshots; a missed `+1` edge is a data-loss class, not merely a leak.
architecture/correctness	B011-127	Unconditional staging-to-blob copy is unsafe because the read path does not rehash bodies, so overwriting a live object can expose a torn or short body as valid data.
architecture/correctness	B011-129	A dedup shortcut that adopts an existing blob after HEAD without the condemn check can reference a blob pending GC deletion and violate edge-before-observe, causing data loss.
architecture/correctness	B012-057	The positive fail-closed CAS GC baseline guard remained untested at HEAD even though the guard survives at `CasGc.cpp:927`; the fresh-pool tests covered only the pass case and a different adopted-seal guard.
architecture/correctness	B013-007	`RunFileReader::next` trusts an un-checksummed `record_count` from the block head and can index beyond the block payload, violating `CasRunFile`'s fail-closed corruption contract.
architecture/correctness	B013-011	The EDGE-BEFORE-OBSERVE invariant in `Build::observeAndAdmit` was guarded only by `chassert(precommitted)`, so release builds could adopt an existing incarnation without durable precommit and watermark protection.
